,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
2289,2289,”scar RodrÌguez Arnaiz,ESP,Getafe,La Liga,1998,18,MFFW,0.0,0.01287,0.0605785005993244,0.015200000000000002,0.0030000000000000005,0.2755191576484352
2291,2291,Dani RodrÌguez,ESP,Mallorca,La Liga,1988,36,MFFW,0.047581187010078387,0.00936,0.03644668192219679,0.04249671361502347,0.010368421052631579,0.8280198888563908
2292,2292,Guido RodrÌguez,ARG,Betis,La Liga,1994,32,MF,0.022051371780515118,0.0,0.07669257927427264,0.022266666666666664,0.031573684210526316,0.739397484644633
2306,2306,Oriol Romeu,ESP,Southampton,Premier League,1991,36,MF,0.015690789473684214,0.006479999999999999,0.076386487959028,0.029066666666666668,0.04601052631578948,0.844691430242761
2313,2313,Pablo Rosario,NED,Nice,Ligue 1,1997,36,MF,0.021137597984322506,0.010214999999999998,0.09384549961861174,0.0015000000000000002,0.0021000000000000003,0.7978941210880375
2319,2319,NicolÚ Rovella,ITA,Genoa,Serie A,2001,21,MF,0.019014557670772675,0.006659999999999999,0.07790845592241473,0.0049499999999999995,0.005399999999999999,0.42907282831237203
2326,2326,Sebastian Rudy,GER,Hoffenheim,Bundesliga,1990,21,MF,0.0028750000000000004,0.013050000000000003,0.08035939304783699,0.0811,0.2614947368421052,0.22579701667154137
2331,2331,Fabi·n Ruiz PeÒa,ESP,Napoli,Serie A,1996,32,MF,0.01463563829787234,0.0,0.1603112672986815,0.06895000000000001,0.19607894736842107,0.6969874232231646
2335,2335,Lukas Rupp,GER,Norwich City,Premier League,1991,19,MF,0.0864501679731243,0.04338,0.07177041516835568,0.006,0.0,0.22462708394267328
2343,2343,Roli Pereira de Sa,FRA,Nantes,Ligue 1,1996,17,MF,0.06570548712206047,0.011250000000000003,0.06492269804947151,0.0056,0.0,0.16730038022813687
2347,2347,Abdelhamid Sabiri,GER,Sampdoria,Serie A,1996,14,MFFW,0.013380986314916885,0.01233,0.05685700119864879,0.07698333333333335,0.02810526315789474,0.2608949985375841
2352,2352,Rafiki Said Ahamada,FRA,Brest,Ligue 1,2000,14,MFFW,0.0,0.012779999999999998,0.06887301950528496,0.0,0.0,0.035390465048259726
2359,2359,Jacopo Sala,ITA,Spezia,Serie A,1991,18,MF,0.0063750000000000005,0.0,0.07925185245723004,0.08633333333333335,0.007368421052631579,0.2570927171687628
2361,2361,Eddie Salcedo,ITA,Spezia,Serie A,2001,12,MFFW,0.05458552631578947,0.008415,0.0104,0.025050000000000003,0.0,0.12518280198888562
2365,2365,Roland Sallai,HUN,Freiburg,Bundesliga,1997,31,MFFW,0.05624860022396416,0.02826,0.020295652173913045,0.06442676056338029,0.1763736842105263,0.4533489324363849
2367,2367,Salvi,ESP,C·diz,La Liga,1991,23,MFFW,0.012882978723404255,0.020969999999999996,0.03515,0.09664131455399062,0.09758947368421053,0.4077215560105294
2368,2368,Lazar Samardzic,GER,Udinese,Serie A,2002,22,MF,0.3393070199677143,0.0033299999999999996,0.06159856162144492,0.0438,0.28373157894736845,0.143024276104124
2369,2369,Diadie SamassÈkou,MLI,Hoffenheim,Bundesliga,1996,24,MF,0.017276315789473685,0.0,0.043175776397515526,0.06863896713615024,0.08105263157894736,0.48376718338695524
2371,2371,Albert Sambi Lokonga,BEL,Arsenal,Premier League,1999,19,MF,0.004,0.026955,0.08647560204859975,0.00945,0.0,0.3313834454518865
2374,2374,Fede San Emeterio,ESP,C·diz,La Liga,1997,12,MF,0.003985,0.014624999999999999,0.042852484472049694,0.0,0.0,0.24246855805791165
2377,2377,Renato Sanches,POR,Lille,Ligue 1,1997,25,MF,0.06333706606942889,0.0351,0.09254250844502561,0.035500000000000004,0.08915263157894736,0.4825972506580871
2379,2379,Antonio S·nchez,ESP,Mallorca,La Liga,1997,29,MFFW,0.030716685330347143,0.0,0.04828488612836439,0.025500000000000002,0.04421052631578948,0.47236033928049137
2389,2389,Oier Sanjurjo,ESP,Osasuna,La Liga,1986,25,MF,0.003,0.03757,0.03937681159420289,0.03846666666666667,0.08842105263157896,0.22140976893828604
2413,2413,TÈji Savanier,FRA,Montpellier,Ligue 1,1991,29,MF,0.0781410974244121,0.0171,0.08319821292361339,0.03708450704225352,0.02990526315789474,0.7057619186896754
2423,2423,Louis Schaub,AUT,Kˆln,Bundesliga,1994,28,MFFW,0.04436730123180291,0.01476,0.06348106134902473,0.030183333333333336,0.11125789473684208,0.1909915179877157
2424,2424,Andrea Schiavone,ITA,Salernitana,Serie A,1993,14,MF,0.002,0.0,0.03874927536231884,0.019066666666666666,0.11789473684210526,0.16671541386370284
2427,2427,Xaver Schlager,AUT,Wolfsburg,Bundesliga,1997,14,MF,0.009574468085106383,0.0,0.04629937888198758,0.00315,0.0026999999999999997,0.3038900263234864
2430,2430,Jeffrey Schlupp,GHA,Crystal Palace,Premier League,1992,32,MFFW,0.07969328543796629,0.006120000000000001,0.04897743271221532,0.049600000000000005,0.1415,0.5410938871014918
2435,2435,Morgan Schneiderlin,FRA,Nice,Ligue 1,1989,20,MF,0.04436730123180291,0.005040000000000001,0.08657851149613163,0.0,0.004200000000000001,0.1895291020766306
2436,2436,Alessandro Schˆpf,AUT,Arminia,Bundesliga,1994,31,MF,0.03486002239641657,0.04707000000000001,0.07530910973084887,0.0181,0.029473684210526315,0.700789704591986
2437,2437,Jerdy Schouten,NED,Bologna,Serie A,1997,17,MF,0.04983798955803435,0.02007,0.08861610548109404,0.05756666666666667,0.04601052631578948,0.4068441064638783
2444,2444,Paul Seguin,GER,Greuther F¸rth,Bundesliga,1995,27,MF,0.028120520716685332,0.0,0.08487061131088591,0.00315,0.0039000000000000003,0.6162620649312665
2448,2448,Ken Sema,SWE,Watford,Premier League,1993,18,MFFW,0.045498320268757,0.026055000000000002,0.0101,0.00165,0.0,0.24890318806668615
2453,2453,Stefano Sensi,ITA,Sampdoria,Serie A,1995,11,MF,0.025531914893617016,0.022949999999999998,0.0674072790672333,0.05758685446009389,0.08842105263157896,0.22023983620941795
2455,2455,Suat Serdar,GER,Hertha BSC,Bundesliga,1997,30,MFFW,0.016976483762597982,0.005489999999999999,0.03128478260869566,0.037750000000000006,0.08842105263157896,0.648435214975139
2459,2459,Nicol·s Serrano,ESP,Athletic Club,La Liga,2003,14,MF,0.0,0.08920000000000002,0.09968321891685736,0.03666666666666667,0.21368421052631578,0.0924246855805791
2463,2463,Salva Sevilla,ESP,Mallorca,La Liga,1984,28,MF,0.0368961366181411,0.02754,0.07289451890596055,0.021466666666666665,0.027505263157894737,0.4404796724188359
2468,2468,Jonjo Shelvey,ENG,Newcastle Utd,Premier League,1992,24,MF,0.016776315789473684,0.037305000000000005,0.051588716356107664,0.032933333333333335,0.06781578947368422,0.5797016671541386
2480,2480,Adrien Silva,POR,Sampdoria,Serie A,1989,17,MF,0.009375000000000001,0.009000000000000001,0.08114675275144383,0.00415,0.0024,0.31646680315881837
2482,2482,Bernardo Silva,POR,Manchester City,Premier League,1994,35,MFFW,0.08006718924972003,0.017325,0.08613529475863571,0.0806300469483568,0.18811052631578945,0.8353319684118163
2484,2484,David Silva,ESP,Real Sociedad,La Liga,1986,25,MF,0.055800671892497204,0.017865,0.07791807780320366,0.008983333333333334,0.01366842105263158,0.5027785902310618
2506,2506,Moussa Sissoko,FRA,Watford,Premier League,1989,36,MF,0.04973982344643039,0.01908,0.05302463768115942,0.03116666666666667,0.045110526315789476,0.9415033635565955
2510,2510,Ellyes Skhiri,TUN,Kˆln,Bundesliga,1995,22,MF,0.007375,0.0,0.07304647488285933,0.06266666666666668,0.016236842105263157,0.532026908452764
2511,2511,Oliver Skipp,ENG,Tottenham,Premier League,2000,18,MF,0.0016250000000000001,0.0072000000000000015,0.08731042279612074,0.0010500000000000002,0.0,0.39455981281076336
2520,2520,Emile Smith Rowe,ENG,Arsenal,Premier League,2000,33,MFFW,0.04842105263157895,0.05238,0.05269804947150485,0.08713333333333334,0.34901578947368417,0.5615677098566833
2528,2528,Carlos Soler,ESP,Valencia,La Liga,1997,32,MF,0.020827127659574465,0.026279999999999998,0.017765217391304346,0.049049999999999996,0.034873684210526314,0.7233109096226967
2533,2533,Roberto Soriano,ITA,Bologna,Serie A,1991,35,MFFW,0.012688829787234044,0.013589999999999998,0.06418912498637899,0.0060500000000000016,0.004200000000000001,0.7665984205908161
2534,2534,Alberto Soro,ESP,Granada,La Liga,1999,16,MFFW,0.04343421052631579,0.00423,0.007799999999999999,0.01265,0.0,0.168762796139222
2539,2539,Tom·ö Sou?ek,CZE,West Ham,Premier League,1995,35,MF,0.006441489361702127,0.045810000000000003,0.04747443064182194,0.04326666666666667,0.11142631578947368,0.895291020766306
2543,2543,Boubakary SoumarÈ,FRA,Leicester City,Premier League,1999,19,MF,0.05244484882418813,0.01584,0.07388813882532418,0.0024,0.0024,0.32202398362094176
2545,2545,Djibril Sow,SUI,Eint Frankfurt,Bundesliga,1997,31,MF,0.006500000000000001,0.00468,0.08035578075623842,0.04638333333333334,0.05487894736842104,0.7060544018718924
2552,2552,Anton Stach,GER,Mainz 05,Bundesliga,1998,29,MF,0.007424412094064949,0.013859999999999999,0.06981325051759835,0.018166666666666668,0.04554210526315789,0.5440187189236619
2561,2561,Calvin Stengs,NED,Nice,Ligue 1,1998,24,MF,0.08880179171332586,0.02349,0.0536322763430315,0.027566666666666666,0.06134736842105263,0.31354197133664813
2567,2567,Angelo Stiller,GER,Hoffenheim,Bundesliga,2001,26,MF,0.00925,0.01107,0.07865510515418983,0.04748333333333334,0.08255263157894736,0.49488154431120207
2568,2568,Lars Stindl,GER,M'Gladbach,Bundesliga,1988,26,MFFW,0.009882978723404254,0.027270000000000003,0.0639553121935273,0.017083333333333336,0.17050526315789472,0.47616262064931264
2570,2570,Kevin Stˆger,AUT,Mainz 05,Bundesliga,1993,23,MFFW,0.0,0.00387,0.13875370491446007,0.0286,0.16103684210526314,0.1222579701667154
2580,2580,Leo ätulac,SVN,Empoli,Serie A,1994,23,MF,0.004,0.021240000000000002,0.0755522719843086,0.07813333333333333,0.16870526315789472,0.24334600760456274
2581,2581,Stefano Sturaro,ITA,Genoa,Serie A,1993,25,MF,0.001875,0.00873,0.02617894736842105,0.0010000000000000002,0.0,0.5162328166130448
2583,2583,Denis Su·rez,ESP,Celta Vigo,La Liga,1994,38,MF,0.03055991041433371,0.009585,0.09619970578620464,0.08039671361502349,0.10058947368421053,0.8242176074875694
2588,2588,Kamaldeen Sulemana,GHA,Rennes,Ligue 1,2002,20,MFFW,0.1838779249865476,0.036765,0.04010977443609022,0.062450000000000006,0.26329473684210525,0.2965779467680608
2593,2593,Mattias Svanberg,SWE,Bologna,Serie A,1999,36,MF,0.04230683090705487,0.02655,0.062489822382042065,0.03436666666666667,0.08435263157894736,0.7496343960222288
2600,2600,Dominik Szoboszlai,HUN,RB Leipzig,Bundesliga,2000,31,MFFW,0.08573944532511162,0.032130000000000006,0.08295074643129563,0.0635,0.27199473684210523,0.45100906697864873
2606,2606,Flavien Tait,FRA,Rennes,Ligue 1,1993,28,MF,0.06520367650266866,0.0369,0.07685146562057317,0.05525,0.15863684210526313,0.6212342790289559
2609,2609,Renato Tapia,PER,Celta Vigo,La Liga,1995,29,MF,0.010382978723404254,0.00747,0.07906229159856162,0.00285,0.0,0.4126937701082188
2611,2611,Florian Tardieu,FRA,Troyes,Ligue 1,1992,30,MF,0.0072499999999999995,0.030420000000000003,0.09690533943554538,0.00315,0.10525789473684209,0.7695232524129862
2622,2622,AurÈlien TchouamÈni,FRA,Monaco,Ligue 1,2000,35,MF,0.04631578947368421,0.029340000000000005,0.09703824779339654,0.024916666666666663,0.06811578947368421,0.856390757531442
2625,2625,Nathan Tella,ENG,Southampton,Premier League,1999,14,MFFW,0.06972004479283314,0.04635,0.021400000000000002,0.008400000000000001,0.0033,0.23486399532026908
2635,2635,Robert Tesche,GER,Bochum,Bundesliga,1987,11,MF,0.0,0.024255000000000002,0.06175451672659911,0.0,0.0,0.10178414741152383
2636,2636,Tanner Tessmann,USA,Venezia,Serie A,2001,20,MF,0.06856662933930571,0.021330000000000002,0.021945652173913047,0.005850000000000001,0.0,0.19859608072535828
2640,2640,Jan Thielmann,GER,Kˆln,Bundesliga,2002,29,MFFW,0.08810052209828245,0.028440000000000003,0.028210526315789478,0.013416666666666667,0.1763736842105263,0.3483474700204738
2645,2645,Adrien Thomasson,FRA,Strasbourg,Ligue 1,1993,31,MF,0.030410843355972134,0.0,0.07111295630380299,0.09943568075117372,0.02660526315789474,0.6984498391342499
2648,2648,Morten Thorsby,NOR,Sampdoria,Serie A,1996,35,MF,0.002625,0.04635,0.02398571428571429,0.043750000000000004,0.06721578947368421,0.8604855220824803
2651,2651,KhÈphren Thuram-Ulie,FRA,Nice,Ligue 1,2001,36,MF,0.07000683526999317,0.013680000000000001,0.08225858123569794,0.09635680751173709,0.1427,0.5557180462123428
2654,2654,Youri Tielemans,BEL,Leicester City,Premier League,1997,32,MF,0.03722368421052631,0.0,0.13340789473684211,0.04434671361502347,0.15893684210526315,0.7692307692307693
2658,2658,Timothy Tillman,GER,Greuther F¸rth,Bundesliga,1999,29,MF,0.07524076147816348,0.014130000000000004,0.03716704805491991,0.020533333333333334,0.03217368421052631,0.5858438139806962
2663,2663,Corentin Tolisso,FRA,Bayern Munich,Bundesliga,1994,15,MF,0.016625,0.02988,0.10623090334531984,0.042366666666666664,0.19547894736842106,0.2053231939163498
2672,2672,Sandro Tonali,ITA,Milan,Serie A,2000,36,MF,0.01699888017917133,0.01116,0.07515711016672115,0.05183333333333334,0.12736315789473684,0.7601637905820415
2676,2676,Lucas Torreira,URU,Fiorentina,Serie A,1996,31,MF,0.036551520847573474,0.01107,0.08789869238313175,0.08110117370892019,0.01593684210526316,0.6417081017841475
2680,2680,”liver Torres,ESP,Sevilla,La Liga,1994,26,MFFW,0.009574468085106383,0.02529,0.10357054048163888,0.05341666666666667,0.14073157894736843,0.29453056449254167
2682,2682,Roberto Torres,ESP,Osasuna,La Liga,1989,28,MFFW,0.020077127659574468,0.013905,0.06604873052195706,0.00935,0.16870526315789472,0.23632641123135417
2683,2683,Lucas TorrÛ,ESP,Osasuna,La Liga,1994,33,MF,0.012940789473684211,0.0,0.04561728778467909,0.015099999999999999,0.02210526315789474,0.7967241883591694
2688,2688,Lucas Tousart,FRA,Hertha BSC,Bundesliga,1997,30,MF,0.033391517357222844,0.0054,0.0450164596273292,0.03246666666666667,0.06631578947368422,0.5735595203275812
2690,2690,Andros Townsend,ENG,Everton,Premier League,1991,21,MF,0.01263157894736842,0.026190000000000005,0.008000000000000002,0.014133333333333335,0.14359999999999998,0.4252705469435507
2695,2695,Boubacar TraorÈ,MLI,Metz,Ligue 1,2001,27,MF,0.064754875583543,0.03195,0.0500195652173913,0.020566666666666667,0.03834210526315789,0.5045334893243639
2701,2701,”scar Trejo,ARG,Rayo Vallecano,La Liga,1988,32,MF,0.07524076147816348,0.01674,0.06289284079764629,0.00825,0.10778947368421053,0.5867212635273472
2703,2703,Manu Trigueros,ESP,Villarreal,La Liga,1991,35,MFFW,0.014671052631578948,0.021105000000000002,0.0847113926119647,0.0623,0.18931052631578946,0.6367358876864581
2723,2723,Chimuanya Ugochukwu,FRA,Rennes,Ligue 1,2004,18,MF,0.028904255319148937,0.037035,0.1068875013621009,0.09103333333333334,0.16210526315789472,0.11816320561567709
2735,2735,Mark Uth,GER,Kˆln,Bundesliga,1991,30,MFFW,0.07262808859673361,0.05040000000000001,0.019734782608695652,0.04033333333333333,0.17290526315789473,0.5919859608072536
2736,2736,Myrto Uzuni,ALB,Granada,La Liga,1995,15,MFFW,0.0105,0.03555,0.016949999999999996,0.033150000000000006,0.08435263157894736,0.25007312079555427
2737,2737,Antonio Vacca,ITA,Venezia,Serie A,1990,21,MF,0.025352743561030233,0.015210000000000001,0.08476836656859539,0.0,0.0,0.3109096226966949
2739,2739,”scar ValentÌn,ESP,Rayo Vallecano,La Liga,1994,35,MF,0.010880319148936172,0.0,0.07096566960880463,0.002,0.0,0.7510968119333139
2744,2744,Manu Vallejo,ESP,AlavÈs,La Liga,1997,11,MFFW,0.006125,0.04698,0.023249999999999996,0.11735,0.18404210526315792,0.1079262942380813
2746,2746,Federico Valverde,URU,Real Madrid,La Liga,1998,31,MF,0.004210526315789474,0.01629,0.08149694889397407,0.009600000000000001,0.0015000000000000002,0.5358291898215853
2752,2752,Ruben Vargas,SUI,Augsburg,Bundesliga,1998,29,MFFW,0.062362821948488245,0.026775,0.0055000000000000005,0.034455633802816896,0.041042105263157894,0.5799941503363557
2753,2753,Sebastian Vasiliadis,GRE,Arminia,Bundesliga,1997,19,MF,0.024457446808510638,0.00747,0.021554347826086957,0.00225,0.0,0.3486399532026908
2756,2756,JosÈ Luis GarcÌa Vay·,ESP,Levante,La Liga,1998,29,MF,0.02587052071668533,0.00882,0.08032265446224256,0.00215,0.0,0.5881836794384323
2760,2760,MatÌas Vecino,URU,Inter,Serie A,1991,17,MF,0.0,0.041375,0.08254702517162471,0.058666666666666666,0.1768421052631579,0.10997367651360046
2762,2762,Miguel Veloso,POR,Hellas Verona,Serie A,1986,22,MF,0.025558650615901457,0.021060000000000002,0.07721355562820092,0.004050000000000001,0.006000000000000001,0.3925124305352442
2765,2765,Unai Vencedor Paris,ESP,Athletic Club,La Liga,2000,34,MF,0.020176371780515116,0.024480000000000002,0.08457549852893102,0.0006,0.0,0.6966949400409477
2771,2771,Jordan Veretout,FRA,Roma,Serie A,1993,36,MF,0.012796052631578948,0.029250000000000005,0.07988431949438814,0.06000117370892019,0.12719473684210525,0.6779760163790582
2774,2774,Marco Verratti,ITA,Paris S-G,Ligue 1,1992,24,MF,0.024266517357222846,0.00837,0.13668404707420725,0.09741666666666668,0.06901578947368421,0.5662474407721556
2776,2776,Valerio Verre,ITA,Sampdoria,Serie A,1994,11,MFFW,0.0,0.009585,0.07424588645526861,0.007350000000000001,0.0,0.12255045334893243
2778,2778,Mikel Vesga,ESP,Athletic Club,La Liga,1993,32,MF,0.005750000000000001,0.019620000000000002,0.08546571319603356,0.05196666666666667,0.09578947368421054,0.39689967826849953
2783,2783,Arturo Vidal,CHI,Inter,Serie A,1987,28,MF,0.04715411534154535,0.0,0.09899224147324835,0.0274,0.09202105263157896,0.21643755484059665
2786,2786,Ronaldo Vieira,GNB,Sampdoria,Serie A,1998,14,MF,0.006875000000000001,0.029339999999999998,0.07207760706113109,0.0,0.0,0.1444866920152091
2791,2791,Tonny Vilhena,NED,Espanyol,La Liga,1995,17,MFFW,0.008313829787234042,0.023670000000000004,0.022191304347826086,0.029683333333333336,0.010368421052631579,0.2711319099151799
2806,2806,Kevin Volland,GER,Monaco,Ligue 1,1992,34,MFFW,0.03280865061590146,0.028304999999999997,0.0015,0.08316784037558686,0.2530578947368421,0.7121965486984498
2808,2808,Aster Vranckx,BEL,Wolfsburg,Bundesliga,2002,24,MF,0.08210526315789474,0.00783,0.07014121717336821,0.04091666666666667,0.11789473684210526,0.3334308277274057
2813,2813,Walace,BRA,Udinese,Serie A,1995,36,MF,0.0335810470324748,0.036000000000000004,0.08170241364280266,0.027580046948356807,0.02210526315789474,0.8683825680023399
2815,2815,Luca Waldschmidt,GER,Wolfsburg,Bundesliga,1996,14,MFFW,0.013829787234042554,0.023849999999999996,0.05232631578947368,0.07647464788732396,0.09578947368421054,0.20941795846738812
2823,2823,James Ward-Prowse,ENG,Southampton,Premier League,1994,36,MF,0.0056250000000000015,0.02241,0.07948308815517052,0.049999999999999996,0.21051578947368418,0.9400409476455104
2826,2826,Daniel Wass,DEN,Valencia,La Liga,1989,19,MF,0.026139557670772674,0.007695000000000001,0.04930766045548654,0.021283333333333335,0.04601052631578948,0.4624159110851126
2828,2828,Timothy Weah,USA,Lille,Ligue 1,2000,29,MFFW,0.10818749000159975,0.03699000000000001,0.0044,0.03780000000000001,0.13186315789473685,0.47236033928049137
2835,2835,Ashley Westwood,ENG,Burnley,Premier League,1990,27,MF,0.013796052631578948,0.03321,0.05900952380952382,0.0022,0.0036,0.6686165545481135
2838,2838,Georginio Wijnaldum,NED,Paris S-G,Ligue 1,1990,31,MF,0.023970464725643896,0.03222,0.07243761577857688,0.03692230046948357,0.04164210526315789,0.4831822170225212
2843,2843,Nico Williams,ESP,Athletic Club,La Liga,2002,34,MF,0.012676371780515117,0.012105000000000001,0.03528100686498856,0.014050000000000003,0.0,0.3907575314419421
2844,2844,Joe Willock,ENG,Newcastle Utd,Premier League,1999,29,MF,0.043154404386207296,0.00873,0.02588478260869565,0.027399999999999997,0.06631578947368422,0.595788242176075
2849,2849,Harry Winks,ENG,Tottenham,Premier League,1996,19,MF,0.009480263157894736,0.026639999999999997,0.08845570447858778,0.0015000000000000002,0.0030000000000000005,0.2664521789997075
2851,2851,Florian Wirtz,GER,Leverkusen,Bundesliga,2003,24,MFFW,0.19230144994982623,0.030285000000000003,0.060747466492317756,0.07658333333333334,0.2652263157894737,0.5410938871014918
2863,2863,Xeka,POR,Lille,Ligue 1,1994,23,MF,0.02145212765957447,0.0,0.07719183284297701,0.07539342723004695,0.12526315789473685,0.4732377888271424
2867,2867,Yusuf Yaz˝c˝,TUR,Lille,Ligue 1,1997,15,MFFW,0.05704367301231803,0.018135,0.05558690203770296,0.020133333333333333,0.13803157894736842,0.14858145656624744
2877,2877,Zaydou Youssouf,FRA,Saint-…tienne,Ligue 1,1999,30,MF,0.0,0.010349999999999998,0.07537821728233628,0.026516666666666668,0.04421052631578948,0.4539338988008189
2886,2886,Andre-Frank Zambo Anguissa,CMR,Napoli,Serie A,1995,25,MF,0.018947368421052633,0.01764,0.08780577530783482,0.0031000000000000003,0.0015000000000000002,0.5630301257677683
2893,2893,Oier Zarraga,ESP,Athletic Club,La Liga,1999,31,MF,0.03732894736842105,0.024884999999999994,0.0652957611419854,0.0034500000000000004,0.05894736842105263,0.34074290728283124
2902,2902,Edon Zhegrova,KVX,Lille,Ligue 1,1999,13,MFFW,0.16042553191489362,0.017865,0.07139177835894084,0.04713333333333334,0.28569999999999995,0.1403919274641708
2904,2904,Piotr Zieli?ski,POL,Napoli,Serie A,1994,35,MF,0.040396836506159016,0.029249999999999998,0.0709795140023973,0.0739011737089202,0.19817894736842107,0.609827434922492
2916,2916,MartÌn Zubimendi,ESP,Real Sociedad,La Liga,1999,36,MF,0.00525,0.018945,0.07835765500708292,0.008583333333333333,0.05247894736842104,0.7575314419420883
2917,2917,Szymon ?urkowski,POL,Empoli,Serie A,1997,35,MF,0.012676371780515117,0.007020000000000002,0.07051547346627439,0.07131784037558686,0.17187368421052632,0.674466218192454
2918,2918,Martin ÿdegaard,NOR,Arsenal,Premier League,1998,36,MF,0.05563297872340425,0.031860000000000006,0.07022437615778576,0.05813333333333334,0.1733736842105263,0.8142731792921908
2920,2920,Filip ?uri?i?,SRB,Sassuolo,Serie A,1992,12,MFFW,0.07067189249720045,0.029385,0.017052631578947364,0.05321666666666667,0.20284736842105264,0.19596373208540507
