,Id,Name,Nation,Team,League,Born,Mac,Pos,Blok,Baskı,Pas,Gole_katkı,Dakika
1902,1902,Ximo Navarro,ESP,AlavÈs,La Liga,1990,18,DF,0.0394,0.09918000000000002,0.04990124223602485,0.0,0.3936823632641123
1903,1903,Jes˙s Navas,ESP,Sevilla,La Liga,1985,25,DF,0.004000000000000001,0.08274000000000001,0.10845485016890051,0.0045,0.5220824802573852
1905,1905,Papa Ndiaga Yade,SEN,Metz,Ligue 1,2000,18,DFMF,0.022425,0.06456,0.0782442432167375,0.0039000000000000003,0.20327581164083064
1907,1907,Wilfred Ndidi,NGA,Leicester City,Premier League,1996,19,MFDF,0.0066,0.05364000000000001,0.0796663528386183,0.0,0.4729453056449254
1918,1918,Luca Netz,GER,M'Gladbach,Bundesliga,2003,24,DF,0.0064,0.010780000000000003,0.037715072463768116,0.0078000000000000005,0.4080140391927464
1921,1921,Carlos Neva,ESP,Granada,La Liga,1996,26,DF,0.0068000000000000005,0.09235999999999998,0.051114202898550724,0.0,0.6162620649312665
1925,1925,Jeremy Ngakia,ENG,Watford,Premier League,2000,16,DF,0.006,0.07272,0.06824057971014492,0.0,0.2638198303597543
1929,1929,Sikou NiakatÈ,FRA,Metz,Ligue 1,1999,12,DF,0.011000000000000001,0.06756,0.03195246376811594,0.0,0.19303890026323486
1930,1930,Moussa Niakhate,FRA,Mainz 05,Bundesliga,1996,30,DF,0.025349152542372883,0.06456,0.09664018524572301,0.10315789473684209,0.7505118455688798
1938,1938,Dimitris Nikolaou,GRE,Spezia,Serie A,1998,36,DF,0.045,0.10436000000000001,0.07624865860302932,0.0,0.947353027200936
1939,1939,Joakim Nilsson,SWE,Arminia,Bundesliga,1994,31,DF,0.027911864406779664,0.12254000000000001,0.05556182194616977,0.051578947368421044,0.7996490201813397
1950,1950,HÂvard Nordtveit,NOR,Hoffenheim,Bundesliga,1990,11,DF,0.0058,0.13232,0.12640638552904,0.0,0.08862240421175782
1961,1961,Bram Nuytinck,NED,Udinese,Serie A,1990,27,DF,0.01694915254237288,0.06862,0.05504935817805383,0.029473684210526315,0.5943258262649898
1963,1963,Gerzino Nyamsi,FRA,Strasbourg,Ligue 1,1997,34,DF,0.0219,0.10182000000000001,0.07371192328647706,0.0018,0.8724773325533782
1968,1968,Joel Obi,NGA,Salernitana,Serie A,1991,21,MFDF,0.009399999999999999,0.017339999999999998,0.025585507246376815,0.0024,0.3340157940918397
1971,1971,Bastian Oczipka,GER,Union Berlin,Bundesliga,1989,18,DF,0.0038000000000000004,0.075,0.08833116486869347,0.0030000000000000005,0.27230184264404794
1973,1973,¡lvaro Odriozola,ESP,Fiorentina,Serie A,1995,25,DF,0.0104,0.02874,0.09539802985725182,0.039842105263157894,0.5065808715998831
1974,1974,Angelo Ogbonna,ITA,West Ham,Premier League,1988,11,DF,0.021775,0.03636,0.07081183393265773,0.007368421052631579,0.26908452763966073
1975,1975,Florent Ogier,FRA,Clermont Foot,Ligue 1,1989,30,DF,0.01694915254237288,0.07626,0.0970492186989212,0.029473684210526315,0.7101491664229307
1984,1984,Brian Oliv·n,ESP,Mallorca,La Liga,1994,28,DF,0.015750000000000004,0.08992,0.07353714067778142,0.029473684210526315,0.6399532026908453
1986,1986,MathÌas Olivera,URU,Getafe,La Liga,1997,32,DF,0.0032,0.06684000000000001,0.07191461697722568,0.025105263157894738,0.8195378765720971
1989,1989,Warmed Omari,FRA,Rennes,Ligue 1,2000,34,DF,0.017974999999999998,0.09716000000000001,0.10861232210962188,0.0,0.8174904942965779
1998,1998,Willi Orban,HUN,RB Leipzig,Bundesliga,1992,30,DF,0.0176,0.07549,0.1131976266753841,0.05247894736842104,0.7724480842351565
2016,2016,Reece Oxford,ENG,Augsburg,Bundesliga,1998,30,DF,0.011250000000000003,0.07556000000000002,0.0608322719843086,0.05247894736842104,0.7873647265282246
2019,2019,Ambroise Oyongo,CMR,Montpellier,Ligue 1,1991,11,DF,0.0054,0.08588000000000001,0.0822344883949003,0.10315789473684209,0.1924539338988008
2030,2030,Helibelton Palacios,COL,Elche,La Liga,1993,26,DF,0.0295864406779661,0.08336,0.06227358178053831,0.0,0.5644925416788535
2032,2032,Nicolas Pallois,FRA,Nantes,Ligue 1,1987,30,DF,0.0148,0.05604,0.056990393374741204,0.029473684210526315,0.7154138637028371
2034,2034,Erik Palmer-Brown,USA,Troyes,Ligue 1,1997,21,DF,0.051161440677966095,0.08280000000000001,0.04978658385093168,0.0,0.5068733547821
2035,2035,Emerson Palmieri,ITA,Lyon,Ligue 1,1994,29,DF,0.024149152542372883,0.08534,0.1130930630925139,0.03187368421052632,0.661889441357122
2048,2048,Fabiano Parisi,ITA,Empoli,Serie A,2000,25,DF,0.037623728813559326,0.061399999999999996,0.0801095695761142,0.0018,0.43170517695232524
2054,2054,Patric,ESP,Lazio,Serie A,1993,24,DF,0.014199999999999999,0.08406,0.12905956630707202,0.03834210526315789,0.4820122842936531
2057,2057,Gabriel Paulista,BRA,Valencia,La Liga,1990,19,DF,0.019975,0.11012000000000002,0.03231942028985507,0.08285263157894736,0.46534074290728283
2058,2058,Benjamin Pavard,FRA,Bayern Munich,Bundesliga,1996,25,DF,0.0148,0.07786000000000001,0.1556643325705568,0.0012,0.6069026031003217
2062,2062,Mads Pedersen,DEN,Augsburg,Bundesliga,1996,29,MFDF,0.030623728813559323,0.059160000000000004,0.021595652173913047,0.09758947368421053,0.4065516232816613
2063,2063,Alfonso Pedraza,ESP,Villarreal,La Liga,1996,28,DF,0.0032,0.0,0.0811942857142857,0.16103684210526314,0.49722140976893825
2068,2068,Pedrosa,ESP,Espanyol,La Liga,1998,31,DF,0.0072,0.057120000000000004,0.06547383022774328,0.02300526315789474,0.7952617724480843
2070,2070,Peter PekarÌk,SVK,Hertha BSC,Bundesliga,1986,27,DF,0.008000000000000002,0.10629999999999998,0.07295180124223603,0.0,0.6531149458906114
2074,2074,Luca Pellegrini,ITA,Juventus,Serie A,1999,18,DF,0.0016,0.075,0.09087161163779013,0.0024,0.3234863995320269
2077,2077,Timothee Pembele,FRA,Bordeaux,Ligue 1,2002,26,DF,0.029223728813559325,0.031760000000000004,0.04419710144927537,0.04601052631578948,0.4132787364726528
2084,2084,Mathias Pereira Lage,POR,Angers,Ligue 1,1996,24,DF,0.0138,0.012040000000000002,0.07646057317206059,0.2556263157894737,0.3038900263234864
2087,2087,Ricardo Pereira,POR,Leicester City,Premier League,1993,14,DF,0.0072,0.061560000000000004,0.09695758744687807,0.07441578947368421,0.2895583503948523
2089,2089,Luan Peres Petroni,BRA,Marseille,Ligue 1,1994,34,DF,0.009399999999999999,0.08266,0.10707476299444263,0.0021000000000000003,0.7832699619771863
2099,2099,NehuÈn PÈrez,ARG,Udinese,Serie A,2000,20,DF,0.0339864406779661,0.07272,0.05476273291925466,0.0015000000000000002,0.49458906112898504
2101,2101,Ivan Periöi?,CRO,Inter,Serie A,1989,35,DF,0.0044,0.07736000000000001,0.08429383676582762,0.19727894736842108,0.8248025738520035
2104,2104,Romain Perraud,FRA,Southampton,Premier League,1997,20,DF,0.033223728813559325,0.07572,0.06143387163561077,0.0018,0.4744077215560105
2105,2105,Lucas Perrin,FRA,Strasbourg,Ligue 1,1998,31,DF,0.008000000000000002,0.06456,0.09477994333660239,0.030673684210526315,0.7315004387247733
2112,2112,LÈo PÈtrot,FRA,Lorient,Ligue 1,1997,22,DF,0.0399864406779661,0.08830000000000002,0.07867025389560858,0.03684210526315789,0.5305644925416789
2115,2115,Alex Petxa,ESP,Athletic Club,La Liga,1997,17,DFMF,0.008600000000000002,0.07218,0.09645366895499619,0.0,0.12021058789119625
2116,2116,Germ·n Pezzella,ARG,Betis,La Liga,1991,23,DF,0.0279,0.07128,0.07749171188841669,0.03684210526315789,0.5811640830652238
2117,2117,Giuseppe Pezzella,ITA,Atalanta,Serie A,1997,21,DF,0.008400000000000001,0.06672,0.09139004685627111,0.0051,0.3132494881544311
2132,2132,Amos Pieper,GER,Arminia,Bundesliga,1998,27,DF,0.030875,0.0546,0.06187254658385095,0.0,0.6955250073120796
2133,2133,RonaÎl Pierre-Gabriel,FRA,Brest,Ligue 1,1998,30,DF,0.005600000000000001,0.05808,0.08745232646834478,0.0012,0.7449546651067563
2134,2134,Erik Pieters,NED,Burnley,Premier League,1988,12,DF,0.017200000000000003,0.05484,0.05337946169772257,0.0036,0.2132202398362094
2138,2138,Ethan Pinnock,JAM,Brentford,Premier League,1993,32,DF,0.008600000000000002,0.06672,0.08571454723765937,0.02300526315789474,0.7876572097104417
2142,2142,Gerard PiquÈ,ESP,Barcelona,La Liga,1987,27,DF,0.022925,0.10578999999999998,0.11745522501906942,0.029473684210526315,0.6115823340157941
2144,2144,Marvin Plattenhardt,GER,Hertha BSC,Bundesliga,1992,21,DF,0.0044,0.08478000000000001,0.0854787316116378,0.0048,0.4785024861070488
2155,2155,Marin Pongra?i?,CRO,Dortmund,Bundesliga,1997,17,DF,0.020300000000000002,0.06,0.11136408848207476,0.0,0.2415911085112606
2160,2160,Stefan Posch,AUT,Hoffenheim,Bundesliga,1997,28,DF,0.03494915254237288,0.086,0.09571709709055247,0.05894736842105263,0.6428780345130155
2161,2161,Sergio Postigo,ESP,Levante,La Liga,1988,13,DF,0.0208,0.09451999999999999,0.05505482401656314,0.0,0.24773325533781806
2178,2178,Pubill,ESP,Levante,La Liga,2003,11,DF,0.006999999999999999,0.06852,0.07440235588972431,0.005399999999999999,0.1494589061128985
2190,2190,Quini,ESP,Granada,La Liga,1989,32,DF,0.011000000000000001,0.06168,0.04554869565217391,0.0012,0.6735887686458029
2197,2197,Ivan Radovanovi?,SRB,Salernitana,Serie A,1988,14,DFMF,0.012,0.067,0.07828779775525771,0.06901578947368421,0.30769230769230765
2204,2204,Antonio Raillo,ESP,Mallorca,La Liga,1991,17,DF,0.027100000000000003,0.10306,0.05660339544513458,0.08842105263157896,0.4472067856098274
2211,2211,Adil Rami,FRA,Troyes,Ligue 1,1985,17,DF,0.01915,0.12878000000000003,0.05838658385093168,0.1694736842105263,0.34220532319391633
2213,2213,Guilherme Ramos,POR,Arminia,Bundesliga,1997,13,DF,0.017800000000000003,0.072,0.06511188405797101,0.0,0.26469727990640535
2214,2214,Sergio Ramos,ESP,Paris S-G,Ligue 1,1986,12,DF,0.020075000000000003,0.10848000000000002,0.16236018742508446,0.16210526315789472,0.233986545773618
2218,2218,Luca Ranieri,ITA,Salernitana,Serie A,1999,27,DF,0.0068000000000000005,0.08156000000000001,0.06885403726708074,0.029473684210526315,0.6147996490201814
2226,2226,David Raum,GER,Hoffenheim,Bundesliga,1998,32,DF,0.0026,0.0582,0.0972596578402528,0.018168421052631577,0.8060836501901141
2230,2230,Arkadiusz Reca,POL,Spezia,Serie A,1995,25,DF,0.006,0.061560000000000004,0.08822967418546367,0.0030000000000000005,0.5179877157063469
2233,2233,Sergio ReguilÛn,ESP,Tottenham,Premier League,1996,25,DF,0.0066,0.0848,0.0763130129672006,0.07051578947368421,0.5601052939455982
2238,2238,Karim Rekik,NED,Sevilla,La Liga,1994,18,DF,0.019049999999999997,0.08656000000000001,0.10679602048599762,0.0048,0.3208540508920737
2252,2252,Chris Richards,USA,Hoffenheim,Bundesliga,2000,19,DF,0.0166,0.08558,0.11275683120845593,0.05367894736842104,0.38110558642878034
2254,2254,Omar Richards,ENG,Bayern Munich,Bundesliga,1998,12,DF,0.004000000000000001,0.07716,0.11787640405361229,0.0,0.12781515062883883
2258,2258,Diego Rico,ESP,Real Sociedad,La Liga,1993,21,DF,0.0066,0.045,0.11008875885365588,0.0,0.48054986838256797
2267,2267,Mihailo Risti?,SRB,Montpellier,Ligue 1,1995,29,DF,0.006,0.06,0.09635222403835676,0.04134210526315789,0.5270546943550746
2268,2268,Matt Ritchie,SCO,Newcastle Utd,Premier League,1989,18,DF,0.0026,0.07266,0.0772044044894846,0.0039000000000000003,0.3907575314419421
2270,2270,Rober,ESP,Levante,La Liga,1995,27,DF,0.025325000000000004,0.08004000000000001,0.08205862482292689,0.029473684210526315,0.5875987130739982
2272,2272,Connor Roberts,WAL,Burnley,Premier League,1995,21,DF,0.008600000000000002,0.09363999999999999,0.07078265010351967,0.03834210526315789,0.49458906112898504
2275,2275,Andrew Robertson,SCO,Liverpool,Premier League,1994,29,DF,0.01974915254237288,0.06964000000000001,0.1283928647706222,0.09155263157894736,0.7417373501023692
2279,2279,Enzo Roco,CHI,Elche,La Liga,1992,30,DF,0.02882415254237288,0.07714000000000001,0.053853167701863366,0.029473684210526315,0.7461245978356245
2280,2280,Stian Rode Gregersen,NOR,Bordeaux,Ligue 1,1995,24,DF,0.06903559322033899,0.06,0.07776272202244744,0.03834210526315789,0.570927171687628
2287,2287,KÈvin Rodrigues,POR,Rayo Vallecano,La Liga,1994,13,DFFW,0.004200000000000001,0.043680000000000004,0.07012281573498966,0.0,0.12693770108218777
2294,2294,Ricardo RodrÌguez,SUI,Torino,Serie A,1992,34,DF,0.03462415254237288,0.0888,0.0945812030075188,0.0012,0.7230184264404798
2296,2296,Mads Roerslev,DEN,Brentford,Premier League,1999,21,DF,0.008600000000000002,0.06914,0.027334782608695648,0.05367894736842104,0.3623866627668909
2298,2298,RogÈrio,BRA,Sassuolo,Serie A,1998,23,DF,0.0295864406779661,0.08306000000000001,0.09674557916530456,0.0015000000000000002,0.505410938871015
2299,2299,Alessio Romagnoli,ITA,Milan,Serie A,1995,19,DF,0.05142372881355932,0.12360000000000002,0.10656730086084779,0.04421052631578948,0.4118163205615677
2300,2300,Simone Romagnoli,ITA,Empoli,Serie A,1990,19,DF,0.009750000000000002,0.12060000000000001,0.07191900621118012,0.08842105263157896,0.43755484059666566
2302,2302,Cristian Romero,ARG,Tottenham,Premier League,1998,22,DF,0.0,0.06972000000000002,0.10539074643129563,0.03684210526315789,0.5390465048259725
2310,2310,Valentin Rongier,FRA,Marseille,Ligue 1,1994,32,DFMF,0.004000000000000001,0.06956,0.13299011877519887,0.0012,0.6414156186019304
2311,2311,Marten de Roon,NED,Atalanta,Serie A,1991,30,MFDF,0.0022,0.07515999999999999,0.10025657622316661,0.08105263157894736,0.7449546651067563
2318,2318,JÈrÙme Roussillon,FRA,Wolfsburg,Bundesliga,1993,26,DF,0.005,0.09050000000000001,0.08955943336602376,0.03684210526315789,0.518865165252998
2321,2321,Amir Rrahmani,KVX,Napoli,Serie A,1994,33,DF,0.02525,0.14403999999999997,0.10196734880679961,0.08842105263157896,0.855805791167008
2325,2325,Antonio R¸diger,GER,Chelsea,Premier League,1993,34,DF,0.018175000000000004,0.10896,0.1306394028549635,0.06631578947368422,0.8873939748464463
2327,2327,Daniele Rugani,ITA,Juventus,Serie A,1994,12,DF,0.0102,0.09595999999999999,0.09535044567941595,0.0,0.2568002339865458
2328,2328,Matteo Ruggeri,ITA,Salernitana,Serie A,2002,14,DF,0.0026,0.09134000000000002,0.06844612836438924,0.0,0.1974261479964902
2329,2329,M·rio Rui,POR,Napoli,Serie A,1991,34,DF,0.004200000000000001,0.062279999999999995,0.11458493625367767,0.0045,0.8748171980111143
2333,2333,VÌctor Ruiz,ESP,Betis,La Liga,1989,18,DF,0.030125,0.10094000000000002,0.09981698594311866,0.0,0.416203568294823
2337,2337,Franco Russo,ARG,Mallorca,La Liga,1994,19,DF,0.017200000000000003,0.028800000000000006,0.054809523809523815,0.04421052631578948,0.4279028955835039
2340,2340,Julian Ryerson,NOR,Union Berlin,Bundesliga,1997,28,DF,0.005,0.0979,0.06693451454723766,0.09578947368421054,0.41766598420590817
2349,2349,Marcel Sabitzer,AUT,Bayern Munich,Bundesliga,1994,25,MFDF,0.015125000000000003,0.08004,0.11539099051977772,0.010368421052631579,0.2644047967241884
2355,2355,Romain SaÔss,MAR,Wolves,Premier League,1990,31,DF,0.016000000000000004,0.06756,0.10439130434782608,0.051578947368421044,0.7908745247148289
2357,2357,Mamadou Sakho,FRA,Montpellier,Ligue 1,1990,29,DF,0.022711864406779664,0.11290000000000001,0.09813483273400893,0.0,0.752851711026616
2362,2362,William Saliba,FRA,Marseille,Ligue 1,2001,36,DF,0.020525,0.06696,0.14386290073008612,0.0,0.947353027200936
2364,2364,Mohammed Salisu,GHA,Southampton,Premier League,1999,34,DF,0.029711864406779663,0.07927999999999999,0.09291817369510733,0.0,0.868967534366774
2366,2366,Yoann Salmier,GUF,Troyes,Ligue 1,1992,31,DF,0.009399999999999999,0.06,0.0615056314699793,0.0009,0.7800526469727991
2372,2372,Junior Sambia,FRA,Montpellier,Ligue 1,1996,30,DFFW,0.0058,0.0738,0.07984652282881116,0.04421052631578948,0.4480842351564785
2380,2380,Davinson S·nchez,COL,Tottenham,Premier League,1996,23,DF,0.011000000000000001,0.07116,0.10096475536667757,0.08105263157894736,0.4767475870137467
2381,2381,Germ·n S·nchez,ESP,Granada,La Liga,1986,31,DF,0.021125,0.09066,0.056149896480331266,0.06014736842105263,0.6458028663351858
2383,2383,Manuel S·nchez,ESP,Osasuna,La Liga,2000,33,DF,0.0032,0.05724,0.08173161163779014,0.03307368421052632,0.6598420590816029
2387,2387,Alex Sandro,BRA,Juventus,Serie A,1991,28,DF,0.008000000000000002,0.03166000000000001,0.09386933420507791,0.0015000000000000002,0.5203275811640831
2394,2394,Baptiste Santamaria,FRA,Rennes,Ligue 1,1995,34,MFDF,0.0206,0.07266,0.09451570229922633,0.05277894736842104,0.7361801696402457
2397,2397,Samir Santos,BRA,Udinese,Serie A,1994,17,DF,0.0088,0.06924000000000001,0.06144683229813664,0.0,0.415326118748172
2398,2398,Samir Santos,BRA,Watford,Premier League,1994,19,DF,0.0443614406779661,0.08148,0.061972132505175984,0.0,0.48903188066686165
2414,2414,Esteban Saveljich,MNE,Rayo Vallecano,La Liga,1991,21,DF,0.023225000000000003,0.1002,0.020300579710144928,0.0,0.4969289265867212
2415,2415,Stefan Savi?,MNE,AtlÈtico Madrid,La Liga,1991,28,DF,0.0211,0.07959999999999998,0.08315352293777922,0.0,0.713366481427318
2416,2416,Joseph Scally,USA,M'Gladbach,Bundesliga,2002,30,DF,0.0038000000000000004,0.06654,0.08779932439795139,0.03954210526315789,0.558057911670079
2417,2417,Giorgio Scalvini,ITA,Atalanta,Serie A,2003,18,DFMF,0.0048,0.045720000000000004,0.10453928299008393,0.08842105263157896,0.22287218484937116
2422,2422,Fabian Sch‰r,SUI,Newcastle Utd,Premier League,1991,25,DF,0.059073305084745766,0.11299000000000001,0.062768033126294,0.06134736842105263,0.6308862240421176
2426,2426,Kingsley Schindler,GER,Kˆln,Bundesliga,1993,18,DFMF,0.014825000000000001,0.03907000000000001,0.057383354037267076,0.20687894736842108,0.10178414741152383
2428,2428,Keven Schlotterbeck,GER,Freiburg,Bundesliga,1997,12,DF,0.037125,0.14292000000000002,0.04686708074534161,0.0,0.09183971921614506
2429,2429,Nico Schlotterbeck,GER,Freiburg,Bundesliga,1999,32,DF,0.03792372881355932,0.0696,0.10018745341614907,0.09668947368421053,0.8142731792921908
2432,2432,Jonathan Schmid,FRA,Freiburg,Bundesliga,1990,13,DF,0.003,0.08644,0.08567750463114308,0.0045,0.1716876279613922
2433,2433,Benno Schmitz,GER,Kˆln,Bundesliga,1994,31,DF,0.02354915254237288,0.07336,0.11124816606734228,0.0057,0.7078093009651946
2438,2438,Nico Schulz,GER,Dortmund,Bundesliga,1993,16,DF,0.0022,0.06962,0.12259342268715268,0.0066,0.2442234571512138
2445,2445,Alidu Seidu,CIV,Clermont Foot,Ligue 1,2000,21,DF,0.0166,0.06,0.055734492753623195,0.0,0.4121088037437847
2449,2449,NÈlson Semedo,POR,Wolves,Premier League,1993,25,DF,0.0034000000000000002,0.08104,0.08035732810286586,0.0012,0.622989178122258
2461,2461,Ryan Sessegnon,ENG,Tottenham,Premier League,2000,15,DF,0.0052,0.05544,0.03306782608695652,0.0051,0.30593740859900553
2464,2464,Stephan El Shaarawy,ITA,Roma,Serie A,1992,27,DFFW,0.0052,0.11260000000000002,0.08052039446442193,0.19157894736842107,0.3082772740567417
2465,2465,Jamie Shackleton,ENG,Leeds United,Premier League,1999,14,DFMF,0.07288474576271187,0.05148,0.0782391021030838,0.0,0.20707809300965194
2467,2467,Luke Shaw,ENG,Manchester Utd,Premier League,1995,20,DF,0.0124,0.08320000000000001,0.10703433801896044,0.0051,0.46797309154723604
2475,2475,Djibril SidibÈ,FRA,Monaco,Ligue 1,1992,17,DF,0.0020000000000000005,0.031400000000000004,0.12139693363844395,0.0,0.27727405674173733
2483,2483,Caio Henrique Oliveira Silva,BRA,Monaco,Ligue 1,1997,34,DF,0.004000000000000001,0.08366000000000001,0.09527170535033234,0.05967894736842105,0.778297747879497
2486,2486,Gabriel Silva,BRA,Saint-…tienne,Ligue 1,1991,13,DF,0.0102,0.07604000000000001,0.04073449275362319,0.0,0.20824802573852003
2489,2489,Thiago Silva,BRA,Chelsea,Premier League,1984,32,DF,0.00423728813559322,0.0887,0.15474919908466822,0.007368421052631579,0.7747879496928927
2491,2491,Mohamed Simakan,FRA,RB Leipzig,Bundesliga,2000,28,DF,0.019799999999999998,0.06192,0.10625667865315463,0.029473684210526315,0.5873062298917813
2499,2499,Wilfried Singo,CIV,Torino,Serie A,2000,35,DF,0.004200000000000001,0.10813999999999999,0.08677423994769531,0.011568421052631579,0.7622111728575607
2500,2500,Daley Sinkgraven,NED,Leverkusen,Bundesliga,1995,12,DF,0.0052,0.05922000000000001,0.08802112672986814,0.0,0.10236911377595788
2505,2505,Ibrahima Sissoko,FRA,Strasbourg,Ligue 1,1997,35,MFDF,0.0102,0.02894,0.07644941048272856,0.06494736842105263,0.6732962854635859
2512,2512,Leo Skiri ÿstigÂrd,NOR,Genoa,Serie A,1999,15,DF,0.02,0.13262000000000002,0.05767552795031056,0.0,0.34249780637613336
2514,2514,Andreas Skov Olsen,DEN,Bologna,Serie A,1999,18,DFFW,0.0024,0.04156000000000001,0.08342474011114744,0.0072,0.2181924539338988
2515,2515,Robert Skov,DEN,Hoffenheim,Bundesliga,1996,12,DFFW,0.02695,0.01659,0.06992564018742509,0.0072,0.10734132787364725
2516,2516,Milan äkriniar,SVK,Inter,Serie A,1995,35,DF,0.026750000000000006,0.10028000000000001,0.10162092622861502,0.06631578947368422,0.921029540801404
2519,2519,Chris Smalling,ENG,Roma,Serie A,1989,27,DF,0.010250000000000002,0.08330000000000001,0.0722303977334641,0.09578947368421054,0.6112898508335771
2521,2521,CÈdric Soares,POR,Arsenal,Premier League,1991,21,DF,0.021725,0.072,0.1033249144600632,0.04601052631578948,0.43433752559227845
2522,2522,Danilo Soares,BRA,Bochum,Bundesliga,1991,30,DF,0.03606101694915254,0.07428,0.09800366350659256,0.0012,0.7496343960222288
2526,2526,Augusto Solari,ARG,Celta Vigo,La Liga,1992,26,MFDF,0.0126,0.07769999999999999,0.09117931350114418,0.0,0.20854050892073706
2530,2530,Son,ESP,Levante,La Liga,1994,26,DF,0.025786440677966097,0.081,0.07936289637136319,0.03684210526315789,0.5761918689675344
2531,2531,Brandon Soppy,FRA,Udinese,Serie A,2002,28,DFMF,0.006999999999999999,0.07307999999999999,0.01997217391304348,0.0,0.22696694940040946
2535,2535,Borna Sosa,CRO,Stuttgart,Bundesliga,1998,28,DF,0.02054915254237288,0.08089999999999999,0.09705210417347718,0.03817368421052632,0.7303305059959053
2542,2542,Adama Soumaoro,FRA,Bologna,Serie A,1992,28,DF,0.022574999999999998,0.07435,0.056463685300207046,0.0,0.6624744077215561
2544,2544,Arnaud Souquet,FRA,Montpellier,Ligue 1,1992,34,DF,0.016725000000000004,0.0456,0.08135874250844503,0.03307368421052632,0.6823632641123136
2546,2546,Saidou Sow,GUI,Saint-…tienne,Ligue 1,2002,13,DF,0.04713559322033899,0.06456,0.08777535360139481,0.13533157894736844,0.2889733840304182
2547,2547,«alar Sˆy¸nc¸,TUR,Leicester City,Premier League,1996,28,DF,0.012125000000000002,0.0732,0.1081504391413316,0.029473684210526315,0.7300380228136882
2553,2553,Kostas Stafylidis,GRE,Bochum,Bundesliga,1993,24,DFMF,0.034423728813559325,0.06972000000000002,0.07127730848861284,0.0018,0.40567417373501025
2555,2555,Josip Staniöi?,CRO,Bayern Munich,Bundesliga,2000,13,DF,0.0,0.05328,0.12871449493298465,0.10315789473684209,0.18806668616554548
2556,2556,Niklas Stark,GER,Hertha BSC,Bundesliga,1995,26,DFMF,0.014199999999999999,0.07704000000000001,0.06288604554865423,0.029473684210526315,0.5937408599005558
2562,2562,Pascal Stenzel,GER,Stuttgart,Bundesliga,1996,16,DF,0.004000000000000001,0.07216,0.12272964149504195,0.0,0.2626498976308862
2564,2564,Jack Stephens,ENG,Southampton,Premier League,1994,11,DF,0.028925000000000006,0.06396,0.08043218045112782,0.0,0.23691137759578823
2571,2571,Petar Stojanovi?,SVN,Empoli,Serie A,1995,33,DF,0.040261016949152545,0.05124000000000001,0.09230175438596491,0.02300526315789474,0.7996490201813397
2572,2572,John Stones,ENG,Manchester City,Premier League,1994,14,DF,0.02175,0.07623999999999999,0.12756602375503978,0.05894736842105263,0.32699619771863114
2574,2574,Stefan Strandberg,NOR,Salernitana,Serie A,1990,11,DF,0.0072499999999999995,0.07646,0.1337412487741092,0.0,0.27259432582626497
2578,2578,Pascal Struijk,NED,Leeds United,Premier League,1999,29,DF,0.0,0.08420000000000001,0.08567216737495914,0.029473684210526315,0.6007604562737643
2579,2579,Jens Stryger Larsen,DEN,Udinese,Serie A,1991,11,DF,0.014100000000000001,0.03524000000000001,0.03982956521739131,0.0039000000000000003,0.19976601345422637
2582,2582,Dami·n Su·rez,URU,Getafe,La Liga,1988,35,DF,0.0034000000000000002,0.05436,0.06981109730848861,0.0030000000000000005,0.7926294238081311
2585,2585,Mario Su·rez,ESP,Rayo Vallecano,La Liga,1987,14,DF,0.016575,0.06470000000000001,0.054567370600414083,0.0,0.207955542556303
2587,2587,Niklas S¸le,GER,Bayern Munich,Bundesliga,1995,28,DF,0.01955,0.09396,0.15087239184918821,0.039842105263157894,0.5369991225504533
2592,2592,Bosko Sutalo,CRO,Hellas Verona,Serie A,2000,24,DF,0.0118,0.10192000000000001,0.06408144927536231,0.0,0.2687920444574437
2594,2594,Michael Svoboda,AUT,Venezia,Serie A,1998,18,DF,0.10509533898305085,0.0528,0.07796410809632778,0.0,0.3612167300380228
2604,2604,Jonathan Tah,GER,Leverkusen,Bundesliga,1996,33,DF,0.021824999999999997,0.09602,0.09854078457012094,0.04601052631578948,0.8414741152383738
2607,2607,Adrien Tameze,CMR,Hellas Verona,Serie A,1994,38,MFDF,0.0034000000000000002,0.05569999999999999,0.08581903890160182,0.10525789473684209,0.752559227844399
2608,2608,Japhet Tanganga,ENG,Tottenham,Premier League,1999,11,DF,0.017,0.0738,0.09517719734117905,0.0,0.21468265574729453
2610,2610,Edmond Tapsoba,BFA,Leverkusen,Bundesliga,1999,22,DF,0.02755,0.07284,0.11659085975809089,0.03684210526315789,0.5302720093594618
2612,2612,Matt Targett,ENG,Aston Villa,Premier League,1995,17,DF,0.0126,0.07719999999999999,0.08501394355453853,0.04601052631578948,0.4182509505703422
2613,2613,Matt Targett,ENG,Newcastle Utd,Premier League,1995,16,DF,0.041423728813559324,0.06852,0.0684744099378882,0.0,0.4208832992102954
2615,2615,James Tarkowski,ENG,Burnley,Premier League,1992,35,DF,0.04863559322033899,0.06732,0.058424862155388474,0.02390526315789474,0.9081602807838549
2617,2617,Niklas Tauer,GER,Mainz 05,Bundesliga,2001,11,DFMF,0.0074,0.0738,0.04534260869565217,0.0,0.14214682655747293
2618,2618,Nuno Tavares,POR,Arsenal,Premier League,2000,22,DF,0.007600000000000001,0.09902,0.09388254985289311,0.06134736842105263,0.3436677391050014
