,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
1554,1554,Pablo Mar�n,ESP,Real Sociedad,La Liga,2003,7,MFFW,0.07843939514506157,0.156387159697251,0.2276812773161073,0.07762237762237763,0.0,0.15611406476558723
1555,1555,R?zvan Marin,ROU,Empoli,Serie A,1996,21,MF,0.01870222129294549,0.14835840191934105,0.2613370563765487,0.036307566307566305,0.06681081081081082,0.7259545674238762
1559,1559,Marquinhos,BRA,Arsenal,Premier League,2003,1,MF,0.0,0.00024193548387096774,0.0009542828760633251,0.0,0.0,0.0
1562,1562,Eric Martel,GER,K�ln,Bundesliga,2002,16,MF,0.020173890206794477,0.25170944312666127,0.1744624323127709,0.02358722358722359,0.0,0.4939584340260995
1567,1567,Ander Martin,ESP,Real Sociedad,La Liga,2000,3,MFFW,0.0017163855831141472,0.005132093141122402,0.014019446904622097,0.0,0.0,0.019333011116481395
1569,1569,Iv�n Mart�n,ESP,Girona,La Liga,1999,9,MFFW,0.09344474492341232,0.08365004176088554,0.17895567931335932,0.11689976689976692,0.05600000000000001,0.2677622039632673
1570,1570,Jonas Martin,FRA,Lille,Ligue 1,1990,9,MF,0.016686114352392065,0.4076499141126486,0.23855984034624544,0.0,0.0,0.09183180280328661
1579,1579,Gelson Martins,POR,Monaco,Ligue 1,1995,10,MFFW,0.14556937014239296,0.2339154707511439,0.27511397593977044,0.08907578907578909,0.0,0.16143064282261962
1581,1581,Omar Mascarell,ESP,Elche,La Liga,1993,18,MF,0.04375747580162776,0.16540285543947209,0.22220502109647008,0.004195804195804196,0.0,0.7472208796520058
1586,1586,Yanis Massolin,FRA,Clermont Foot,Ligue 1,2002,4,MF,0.0013498312710911137,0.008593357288533937,0.022133690454266823,0.0,0.0,0.02271628806186564
1588,1588,Pape Matar Sarr,SEN,Tottenham,Premier League,2002,4,MF,0.00826791341864064,0.29292105764587395,0.23320293438302733,0.0,0.0,0.06573223779603674
1589,1589,Eliot Matazo,BEL,Monaco,Ligue 1,2002,11,MFFW,0.0022086358225058508,0.09541164621990574,0.10748828515681355,0.011888111888111888,0.0,0.2585790236829386
1591,1591,Nemanja Mati?,SRB,Roma,Serie A,1988,22,MF,0.06921590137505923,0.1598156510556667,0.3474051747303263,0.07515991515991516,0.03430630630630631,0.5906234896085065
1595,1595,Azor Matusiwa,NED,Reims,Ligue 1,1998,16,MF,0.024832002417307705,0.27206463132161374,0.22702686565306143,0.00979020979020979,0.0,0.6428226196230062
1597,1597,A�man Maurer,MAR,Clermont Foot,Ligue 1,2004,2,MF,0.05765049557209808,0.08632928770710502,0.1288989084425873,0.08741258741258742,0.0,0.07008216529724505
1613,1613,Jason Mbock,FRA,Angers,Ligue 1,1999,2,MFFW,0.07491563554555682,0.020201612903225804,0.16387058404963437,0.0,0.0,0.011599806669888834
1615,1615,John McGinn,SCO,Aston Villa,Premier League,1994,17,MF,0.06531393407942958,0.22067304162450285,0.22727713400009467,0.03908733908733908,0.006306306306306306,0.5906234896085065
1617,1617,Weston McKennie,USA,Leeds United,Premier League,1998,2,MF,0.0,0.2551136950297919,0.20098895190653507,0.0,0.0,0.05896568390526825
1620,1620,Scott McTominay,SCO,Manchester Utd,Premier League,1996,15,MF,0.05885546915221319,0.17787923096846261,0.1462174550038197,0.039589239589239586,0.0,0.36346060898985016
1625,1625,Soualiho Me�t�,FRA,Cremonese,Serie A,1994,15,MF,0.07253864246765897,0.13917594296493102,0.1943755703546178,0.005594405594405594,0.0072072072072072065,0.5500241662638956
1627,1627,Gonzalo Melero,ESP,Almer�a,La Liga,1994,15,MF,0.034877019561184414,0.11486311274005039,0.21462190744871867,0.07435939435939436,0.07852252252252254,0.5234412759787337
1634,1634,Brais M�ndez,ESP,Real Sociedad,La Liga,1997,19,MF,0.04637160163009202,0.2013952417139581,0.318772588486122,0.14273168273168274,0.21311711711711712,0.7008216529724505
1635,1635,Diego M�ndez,ESP,Rayo Vallecano,La Liga,2003,1,MF,0.0,0.00030082385704339754,0.0006361885840422167,0.0,0.0,0.0
1641,1641,Nampalys Mendy,SEN,Leicester City,Premier League,1992,11,MF,0.021441642297813236,0.15584348736827303,0.20071657777806504,0.03135198135198135,0.028000000000000004,0.20251329144514257
1645,1645,Mikel Merino,ESP,Real Sociedad,La Liga,1996,16,MF,0.04462418213877583,0.23832273347119276,0.3799737650296416,0.043078813078813075,0.07214414414414413,0.6205896568390527
1648,1648,Roque Mesa,ESP,Valladolid,La Liga,1989,16,MF,0.07510782717458027,0.13892997906745141,0.28656317477516613,0.08685314685314685,0.06320720720720721,0.5157080715321412
1650,1650,Lionel Messi,ARG,Paris S-G,Ligue 1,1987,18,MFFW,0.2929111621250644,0.0588184549490169,0.4534490750252501,0.21711480711480713,0.3313513513513514,0.7617206379893668
1656,1656,Tommaso Milanese,ITA,Cremonese,Serie A,2002,2,MF,0.3000418942437577,0.06416387522751035,0.144813727427617,0.0,0.0,0.012566457225712905
1660,1660,Sergej Milinkovi?-Savi?,SRB,Lazio,Serie A,1995,21,MF,0.07346166454143097,0.21306053859397425,0.3400512382981141,0.08991809991809993,0.14893693693693694,0.8434026099565007
1663,1663,Luka Milivojevi?,SRB,Crystal Palace,Premier League,1991,11,MF,0.0003500583430571762,0.2795353270698214,0.2210917075898598,0.0,0.0,0.14113098115031417
1664,1664,Luis Milla,ESP,Getafe,La Liga,1994,14,MF,0.03196600314453641,0.1752439049766074,0.3105792176035297,0.005594405594405594,0.0,0.5625906234896085
1666,1666,Enzo Millot,FRA,Stuttgart,Bundesliga,2002,11,MF,0.06629296792742931,0.28353358371167964,0.22070242625142208,0.05384615384615385,0.0,0.1706138231029483
1671,1671,Takumi Minamino,JPN,Monaco,Ligue 1,1995,12,MFFW,0.04189763535361097,0.2465092391087904,0.18959415413757907,0.08047901047901047,0.07935135135135135,0.23151280811986466
1675,1675,Aleksei Miranchuk,RUS,Torino,Serie A,1995,16,MF,0.07946565687112904,0.058580801462367604,0.2112182574999237,0.12082173082173082,0.12641441441441442,0.5611406476558723
1677,1677,Fabio Miretti,ITA,Juventus,Serie A,2003,18,MFFW,0.12365134987630166,0.16456625522624188,0.211287733528436,0.07019467019467021,0.00990990990990991,0.4001933301111648
1683,1683,Henrikh Mkhitaryan,ARM,Inter,Serie A,1989,18,MF,0.0603266730548027,0.18910787616648053,0.21821795953985157,0.04607488607488608,0.035207207207207214,0.5548574190430159
1685,1685,Luka Modri?,CRO,Real Madrid,La Liga,1985,19,MF,0.0445877340800087,0.10908325296513449,0.4860176234139991,0.030515760515760517,0.09841441441441443,0.541807636539391
1695,1695,Florent Mollet,FRA,Nantes,Ligue 1,1991,3,MFFW,0.05986783649070457,0.15484459546062518,0.3267601681318127,0.0,0.0,0.07443209279845336
1696,1696,Florent Mollet,FRA,Schalke 04,Bundesliga,1991,9,MF,0.03535629736499635,0.10924940065182569,0.14584129782661343,0.07121044121044122,0.028000000000000004,0.19768003866602224
1697,1697,Jon Moncayola,ESP,Osasuna,La Liga,1998,20,MFFW,0.011726368677772152,0.13300625204787087,0.3015069918596276,0.07432012432012432,0.0,0.5901401643305945
1698,1698,Monchu,ESP,Valladolid,La Liga,1999,17,MF,0.03622474741601597,0.18245362252285624,0.18385757760448274,0.05302526302526303,0.03610810810810811,0.48139197680038665
1715,1715,Ilaix Moriba,GUI,Valencia,La Liga,2003,13,MF,0.12405271661370885,0.18368291869571313,0.2731028220427251,0.05366555366555367,0.014414414414414413,0.27501208313194775
1716,1716,Manu Morlanes,ESP,Villarreal,La Liga,1999,4,MF,0.006534422403733955,0.16866024497006896,0.11222025762262823,0.0,0.0,0.07588206863218946
1717,1717,Manu Morlanes,ESP,Mallorca,La Liga,1999,1,MF,0.03885647607934655,0.3076019589643069,0.2774074628926639,0.0,0.0,0.012566457225712905
1718,1718,Nikola Moro,CRO,Bologna,Serie A,1998,9,MF,0.0409912189108208,0.11684889019545995,0.31717153899246925,0.015384615384615384,0.01981981981981982,0.2015466408893185
1725,1725,Mason Mount,ENG,Chelsea,Premier League,1999,21,MFFW,0.057879543283075846,0.12501988048719576,0.19197759464431544,0.054489384489384486,0.09481081081081082,0.7433542774287095
1728,1728,Jo�o Moutinho,POR,Wolves,Premier League,1986,20,MF,0.02404237788959685,0.19662822095972501,0.35932060615469896,0.007799407799407799,0.011711711711711712,0.6742387626872886
1730,1730,Samuel Moutoussamy,COD,Nantes,Ligue 1,1996,19,MF,0.020094141060204254,0.16030718169085195,0.2365308295113418,0.021678321678321674,0.014414414414414413,0.5606573223779603
1738,1738,Marshall Munetsi,ZIM,Reims,Ligue 1,1996,19,MF,0.0700053523738316,0.15816647736491748,0.18147463002194125,0.08546735546735548,0.08940540540540541,0.694055099081682
1739,1739,Iker Muniain,ESP,Athletic Club,La Liga,1992,18,MF,0.13653314720745202,0.10044970881386679,0.3559478090793118,0.027881727881727884,0.014414414414414413,0.5345577573707104
1741,1741,Pablo Mu�oz,ESP,Rayo Vallecano,La Liga,2003,2,MF,0.0022497187851518562,0.003918605213522271,0.014184309797472927,0.0,0.0,0.005316578057032383
1747,1747,Yunus Musah,USA,Valencia,La Liga,2002,18,MF,0.08518226770192021,0.16005349595030258,0.13983491765034498,0.0168987168987169,0.011711711711711712,0.6718221362977284
1748,1748,Jamal Musiala,GER,Bayern Munich,Bundesliga,2003,19,MFFW,0.09618418597079226,0.14914595637101916,0.22771097661573309,0.1986076986076986,0.3214414414414415,0.6568390526824552
1761,1761,Juanjo Narv�ez,COL,Valladolid,La Liga,1995,5,MFFW,0.05594585075565446,0.0879063520372516,0.07293398703306714,0.0,0.0,0.07104881585306912
1763,1763,Roberto Navarro,ESP,Real Sociedad,La Liga,2002,14,MFFW,0.1801867109377409,0.1268532109424471,0.26437703405794993,0.13423423423423425,0.0,0.1512808119864669
1770,1770,Tanguy Ndombele,FRA,Napoli,Serie A,1996,19,MF,0.1188038810021739,0.14539375394284315,0.38576565224788406,0.0207984207984208,0.0,0.2629289511841469
1778,1778,Florian Neuhaus,GER,M'Gladbach,Bundesliga,1997,9,MF,0.07060585985659316,0.12280128276853754,0.2507409615425635,0.023776223776223775,0.0,0.25519574673755435
1779,1779,R�ben Neves,POR,Wolves,Premier League,1997,21,MF,0.0328750245950747,0.17788799012668705,0.33276829197968794,0.05384069384069384,0.14,0.9130014499758337
1780,1780,Neymar,BRA,Paris S-G,Ligue 1,1992,19,MFFW,0.06800134183360276,0.09129954030542371,0.5682334405139746,0.20010647010647012,0.3414054054054054,0.7220879652005799
1781,1781,Jessic Ngankam,GER,Hertha BSC,Bundesliga,2000,4,MFFW,0.09141856077425337,0.21178474536125358,0.056426177790724064,0.3104653604653605,0.0,0.07056549057515708
1788,1788,Hans Nicolussi Caviglia,ITA,Salernitana,Serie A,2000,5,MF,0.028589913977737757,0.17441491364611364,0.16829014249865407,0.03275058275058275,0.028000000000000004,0.18559690671822138
1793,1793,Fernando Ni�o,ESP,Villarreal,La Liga,2000,1,MF,0.0022497187851518562,0.0036290322580645163,0.013899072710294433,0.0,0.0,0.005316578057032383
1801,1801,Riad Nouri,FRA,Ajaccio,Ligue 1,1985,21,MF,0.07365753151383794,0.12436789900292863,0.22293330232297448,0.030566370566370567,0.03430630630630631,0.5857902368293861
1806,1806,Matheus Nunes,POR,Wolves,Premier League,1998,19,MF,0.11418228985247737,0.168544858455561,0.23217345501778852,0.03438123438123438,0.005405405405405406,0.680038666022233
1815,1815,Christian N�rgaard,DEN,Brentford,Premier League,1994,12,MF,0.03493826396879647,0.20281128205636725,0.2183588257647927,0.09252777252777253,0.04511711711711712,0.4630256162397293
1816,1816,Lewis O'Brien,ENG,Nott'ham Forest,Premier League,1998,13,MF,0.08707570568663475,0.20217718883087904,0.18505978056811656,0.07735399735399734,0.028000000000000004,0.28177863702271627
1817,1817,Pedro Obiang,EQG,Sassuolo,Serie A,1992,10,MF,0.022530162527392483,0.1973686910067001,0.08932123188232632,0.00960960960960961,0.014414414414414413,0.2701788303528274
1819,1819,Brian Ocampo,URU,C�diz,La Liga,1999,17,MFFW,0.1694167615006067,0.11639177997056097,0.19058579569878462,0.038554778554778554,0.035207207207207214,0.5108748187530208
1822,1822,Wilson Odobert,FRA,Troyes,Ligue 1,2004,20,MFFW,0.09324539385197433,0.11813303508630468,0.14004350338277935,0.044679854679854684,0.0858018018018018,0.42435959400676654
1830,1830,Finn Ole Becker,GER,Hoffenheim,Bundesliga,2000,2,MF,0.0005834305717619602,0.009027323211597651,0.012053575742255976,0.0,0.0,0.008699855002416625
1831,1831,Mathias Olesen,LUX,K�ln,Bundesliga,2001,7,MF,0.0,0.15965911255996657,0.1037888412662411,0.0,0.0,0.11213146447559208
1832,1832,Michael Olise,FRA,Crystal Palace,Premier League,2001,21,MFFW,0.18499226652603537,0.19212776491930075,0.3141404032273466,0.054278124278124285,0.07942342342342343,0.6640889318511358
1836,1836,Dani Olmo,ESP,RB Leipzig,Bundesliga,1998,13,MFFW,0.10998109314566559,0.12575125066710602,0.3314082537240829,0.1657708057708058,0.09924324324324325,0.3605606573223779
1842,1842,Amadou Onana,BEL,Everton,Premier League,2001,19,MF,0.04221101672364745,0.17976933719199784,0.21189432066402394,0.032857682857682854,0.03340540540540541,0.7172547124214597
1844,1844,Jean Onana,CMR,Lens,Ligue 1,2000,11,MF,0.002324969125563206,0.12628103899921247,0.2595559857487764,0.015015015015015015,0.0,0.1720637989366844
1846,1846,Josh Onomah,ENG,Fulham,Premier League,1997,2,MF,0.0017082899643378882,0.004184288599310469,0.008816788102356388,0.0,0.0,0.0067665538907684866
1848,1848,Frank Onyeka,NGA,Brentford,Premier League,1998,12,MF,0.04894604806974402,0.23711161940837577,0.16983623784646892,0.0025998025998026,0.0018018018018018016,0.21314644755920734
1853,1853,Aimar Oroz,ESP,Osasuna,La Liga,2001,16,MFFW,0.057295808447237834,0.10375147438292834,0.14904914574352449,0.09935760935760934,0.09210810810810811,0.47075882068632185
1854,1854,Mislav Or�i?,CRO,Southampton,Premier League,1992,1,MF,0.0,0.004098610760626288,0.005763775488855632,0.0,0.0,0.002899951667472209
1856,1856,Pedro Ortiz,ESP,Sevilla,La Liga,2000,1,MF,0.0,0.00012096774193548387,0.00031809429202110835,0.0,0.0,0.0
1859,1859,Patrick Osterhage,GER,Bochum,Bundesliga,2000,13,MFFW,0.06698671305979245,0.08236403767134871,0.11929454339552831,0.0,0.0,0.1749637506041566
1861,1861,Dango Ouattara,BFA,Bournemouth,Premier League,2002,3,MF,0.1672648869191663,0.12203153400387205,0.25085408305150925,0.14913374913374913,0.06216216216216216,0.12421459642339294
1864,1864,Zin�dine Ould Khaled,FRA,Angers,Ligue 1,2000,2,MFFW,0.00044994375703037124,0.007067661632168366,0.01826467315716465,0.0013986013986013986,0.0,0.019816336394393428
1865,1865,Azzedine Ounahi,MAR,Marseille,Ligue 1,2000,3,MF,0.02454349995835287,0.00846774193548387,0.3280607480124719,0.04916419916419917,0.028000000000000004,0.015466408893185112
1866,1866,Azzedine Ounahi,MAR,Angers,Ligue 1,2000,15,MFFW,0.2580593257399001,0.11708539675738426,0.24181685619316096,0.061966861966861964,0.0,0.5451909134847752
1873,1873,Salih �zcan,TUR,Dortmund,Bundesliga,1998,16,MF,0.028249161548081297,0.16517703674968498,0.23213760953149482,0.005594405594405594,0.0072072072072072065,0.569840502658289
1876,1876,Levin �ztunal�,GER,Union Berlin,Bundesliga,1996,2,MF,0.0011668611435239203,0.003918605213522271,0.007925656596352908,0.0,0.009009009009009009,0.003866602223296279
1880,1880,Simone Pafundi,ITA,Udinese,Serie A,2006,1,MF,0.004416566022421629,0.012855925651567915,0.01791881329189127,0.0,0.0,0.0024166263895601743
1881,1881,Exequiel Palacios,ARG,Leverkusen,Bundesliga,1998,15,MF,0.015974840951182154,0.32157765624001305,0.30174503090526117,0.07231756231756234,0.03790990990990992,0.403093281778637
1883,1883,Ante Palaversa,CRO,Troyes,Ligue 1,2000,1,MF,0.0,0.011945559008479618,0.015583384536592512,0.010326340326340328,0.028000000000000004,0.004349927501208313
1885,1885,Jo�o Palhinha,POR,Fulham,Premier League,1995,22,MF,0.02973167404100341,0.3335714215407579,0.17200547935514066,0.06745269745269745,0.084,0.944417593040116
1890,1890,Milo� Pantovi?,SRB,Union Berlin,Bundesliga,1996,8,MF,0.0017082899643378882,0.025900794198870543,0.07128645147101997,0.007365967365967367,0.028000000000000004,0.0845819236346061
1891,1891,Flavio Paoletti,ITA,Sampdoria,Serie A,2003,4,MF,0.10083251762134215,0.3123082521821424,0.19406145698905342,0.0,0.0,0.03914934751087482
1893,1893,Lucas Paquet�,BRA,West Ham,Premier League,1997,15,MF,0.056870186401327065,0.22210351522170702,0.287270999296558,0.11179865179865181,0.07131531531531532,0.5234412759787337
1894,1894,Lucas Paquet�,BRA,Lyon,Ligue 1,1997,2,MF,0.08598283353549724,0.2711189856639214,0.3512091475730064,0.17069657069657068,0.0,0.0763653939101015
1896,1896,Kevin Paredes,USA,Wolfsburg,Bundesliga,2003,12,MFFW,0.05997897119540938,0.207448564757582,0.29393693215808164,0.059324009324009316,0.030702702702702707,0.14113098115031417
1897,1897,Leandro Paredes,ARG,Juventus,Serie A,1994,13,MF,0.04000646127692423,0.24522432708552827,0.38285120336649026,0.022098322098322097,0.0,0.25229579507008215
1898,1898,Leandro Paredes,ARG,Paris S-G,Ligue 1,1994,3,MF,0.019486581096849472,0.2185617934180681,0.5212356112865574,0.0,0.15045045045045044,0.024649589173513776
1899,1899,Daniel Parejo,ESP,Villarreal,La Liga,1989,20,MF,0.04151728472661744,0.12858804996764886,0.2910464388796637,0.018181818181818184,0.04151351351351352,0.8477525374577091
1903,1903,Thomas Partey,GHA,Arsenal,Premier League,1993,18,MF,0.036668872460968956,0.19134467753769221,0.4301628524434581,0.0497946197946198,0.05600000000000001,0.7433542774287095
1904,1904,Marco Pa�ali?,CRO,Dortmund,Bundesliga,2000,1,MF,0.006750288309469469,0.0036290322580645163,0.027746879139703015,0.0,0.0,0.004833252779120348
1905,1905,Mario Pa�ali?,CRO,Atalanta,Serie A,1995,19,MFFW,0.03839835686391091,0.1282730598923259,0.2195223280162701,0.10102060102060104,0.07221621621621623,0.4939584340260995
1907,1907,Javier Pastore,ARG,Elche,La Liga,1989,1,MF,0.0023337222870478407,0.0036290322580645163,0.02803883273040808,0.0,0.0,0.0019333011116481392
1915,1915,Dimitri Payet,FRA,Marseille,Ligue 1,1987,18,MFFW,0.1267021266719754,0.0678162480414477,0.42905817894910625,0.06013881013881013,0.09023423423423424,0.3378443692605123
1916,1916,Ben Pearson,ENG,Bournemouth,Premier League,1995,7,MF,0.014325353438171455,0.1608067391089722,0.12178733529819331,0.040296940296940295,0.0,0.13774770420492993
1920,1920,Pedri,ESP,Barcelona,La Liga,2002,20,MFFW,0.12414264057417293,0.1726315533785594,0.4356578685941017,0.1434076734076734,0.14,0.7433542774287095
1926,1926,Lorenzo Pellegrini,ITA,Roma,Serie A,1996,19,MF,0.11514589963140473,0.147012184844376,0.15371614869765812,0.06286356286356286,0.08122522522522524,0.777670372160464
1934,1934,Pep�n,EQG,Monza,Serie A,1996,10,MF,0.06472448760483976,0.18319510653459736,0.36882868814047276,0.0,0.014414414414414413,0.27501208313194775
1935,1935,Alberto Perea,ESP,C�diz,La Liga,1990,1,MF,0.003566401437090136,0.0028635599117064394,0.007924679271817347,0.0,0.0,0.02126631222812953
1937,1937,Andreas Pereira,BRA,Fulham,Premier League,1996,23,MF,0.06985821062964859,0.07755356907206139,0.26355893170809847,0.057775047775047786,0.08122522522522524,0.9197680038666022
1940,1940,Mathias Pereira Lage,POR,Brest,Ligue 1,1996,18,MFFW,0.0697801502939665,0.15052287404050657,0.114543393145582,0.06536424536424536,0.035207207207207214,0.5210246495891735
1941,1941,Ricardo Pereira,POR,Leicester City,Premier League,1993,1,MFFW,0.0,0.0003918605213522271,0.0006085105553318538,0.0,0.0,0.0009666505558240697
1943,1943,Ayoze P�rez,ESP,Leicester City,Premier League,1993,8,MFFW,0.07936865119825245,0.19275623084795623,0.2513368948081516,0.033566433566433566,0.021621621621621623,0.18414693088448525
1945,1945,Carles P�rez,ESP,Celta Vigo,La Liga,1998,19,MFFW,0.12102303533250752,0.13368565081082548,0.1717172998862881,0.06889476889476889,0.028828828828828826,0.4142097631706138
1947,1947,Kike P�rez,ESP,Valladolid,La Liga,1997,19,MF,0.10374958856991175,0.18883830922446093,0.275126608686762,0.04908334908334908,0.006306306306306306,0.6486225229579506
1954,1954,Ga�tan Perrin,FRA,Auxerre,Ligue 1,1996,21,MFFW,0.2072186016000255,0.10239668892209884,0.19311814184484877,0.1189088389088389,0.06681081081081082,0.37457709038182696
1956,1956,Matteo Pessina,ITA,Monza,Serie A,1997,19,MF,0.09504437287464523,0.17956493174981486,0.3480219966450622,0.036783216783216784,0.09481081081081082,0.7409376510391493
1959,1959,Lukas Petkov,GER,Augsburg,Bundesliga,2000,7,MFFW,0.02662665976187991,0.17026449902443683,0.08147334367910723,0.0,0.0,0.07008216529724505
1964,1964,Maximilian Philipp,GER,Werder Bremen,Bundesliga,1994,1,MF,0.0005834305717619602,0.004528645258945093,0.004045373722039763,0.0,0.0,0.00918318028032866
1965,1965,Kalvin Phillips,ENG,Manchester City,Premier League,1995,3,MF,0.0,0.013316854284394032,0.03438554526722881,0.003003003003003003,0.0,0.009666505558240696
1969,1969,Roberto Piccoli,ITA,Empoli,Serie A,2001,2,MFFW,0.09651293588301463,0.03459677419354838,0.02452653827355087,0.1,0.0,0.028516191396810053
1970,1970,Charles Pickel,SUI,Cremonese,Serie A,1997,19,MF,0.015541697894530979,0.1463318306090446,0.2133919347927581,0.05087633087633087,0.028000000000000004,0.6737554374093765
1977,1977,Yeremi Pino,ESP,Villarreal,La Liga,2002,19,MFFW,0.11236613586133856,0.1957721691202047,0.10458067211521012,0.0736015036015036,0.06320720720720721,0.5384243595940067
1980,1980,Marko Pjaca,CRO,Empoli,Serie A,1995,10,MFFW,0.20393306980051784,0.0471230288523132,0.2466449779154914,0.057195657195657196,0.0,0.19623006283228614
1985,1985,Tommaso Pobega,ITA,Milan,Serie A,1999,13,MF,0.03840684244580402,0.18256917598651168,0.16207441946968354,0.05481908481908482,0.028000000000000004,0.27694538424359594
1991,1991,Julien Ponceau,FRA,Lorient,Ligue 1,2000,19,MF,0.05276314367625323,0.14440410109673735,0.2697486026168936,0.005594405594405594,0.028828828828828826,0.5490575157080715
1994,1994,?ukasz Por?ba,POL,Lens,Ligue 1,2000,7,MF,0.03761741248113741,0.18208463853321002,0.36888845256585207,0.0,0.03333333333333333,0.11889801836636056
2002,2002,Jos� Pozo,ESP,Rayo Vallecano,La Liga,1996,6,MF,0.16827644510962514,0.09608431083953972,0.07412447241526464,0.0,0.0,0.035766070565490575
2004,2004,Dennis Praet,BEL,Leicester City,Premier League,1994,12,MFFW,0.08592664768196814,0.21358407053544812,0.11157405061280865,0.03344988344988345,0.028000000000000004,0.18173030449492508
2006,2006,Sanjin Prci?,BIH,Strasbourg,Ligue 1,1993,20,MF,0.0409483233082364,0.1382212461467229,0.24496025790662201,0.044810264810264816,0.03430630630630631,0.6602223296278396
2007,2007,Isaac Price,NIR,Everton,Premier League,2003,1,MF,0.021454819788926844,0.009473399917591451,0.06577515700194947,0.0,0.0,0.015466408893185112
2008,2008,Grischa Pr�mel,GER,Hoffenheim,Bundesliga,1995,13,MF,0.030725942629336825,0.16948449069224536,0.11839934699447194,0.05624750624750624,0.035207207207207214,0.5171580473658772
2011,2011,Mehdi Puch Herrantz,FRA,Ajaccio,Ligue 1,2004,1,MF,0.0011668611435239203,0.009526204169769941,0.02528245251396205,0.0,0.0,0.003866602223296279
2016,2016,Niklas Pyyhti�,FIN,Bologna,Serie A,2003,3,MF,0.002917152858809801,0.037762531909955904,0.01590471460105542,0.0,0.0,0.017399710004833254
2019,2019,Joshua Quarshie,GER,Hoffenheim,Bundesliga,2004,1,MF,0.0,0.0,0.0006361885840422167,0.0,0.0,0.0
2021,2021,Domingos Quina,POR,Elche,La Liga,1999,10,MF,0.0727001289328329,0.15138858564183963,0.2688372702995406,0.0,0.0,0.13243112614789754
2022,2022,Adrien Rabiot,FRA,Juventus,Serie A,1995,17,MF,0.08085694935640828,0.15654353561822154,0.24428918626683174,0.11192423192423193,0.09571171171171172,0.6752054132431126
2023,2023,Nemanja Radonji?,SRB,Torino,Serie A,1996,19,MFFW,0.21017159357562656,0.018582869200638518,0.19826122638534144,0.10311808311808313,0.05690090090090091,0.4422426292895118
2029,2029,Ivan Rakiti?,CRO,Sevilla,La Liga,1988,17,MF,0.04527813197280917,0.19953708894264702,0.2946341714459849,0.04046074046074046,0.04511711711711712,0.4562590623489608
2033,2033,Chris Ramos,ESP,C�diz,La Liga,1997,1,MF,0.0,0.0018145161290322581,0.007722746071682947,0.0,0.0,0.009666505558240696
2036,2036,Aaron Ramsey,WAL,Nice,Ligue 1,1990,18,MF,0.07410715630442948,0.23404152853257523,0.22672138220206767,0.07808395808395809,0.03610810810810811,0.4910584823586273
2037,2037,Jacob Ramsey,ENG,Aston Villa,Premier League,2001,18,MF,0.07855131802284021,0.25379723748194694,0.21563108671230113,0.09653520653520653,0.06951351351351352,0.596906718221363
2040,2040,Filippo Ranocchia,ITA,Monza,Serie A,2001,11,MF,0.10703724845968053,0.16850176966918595,0.18352942500231803,0.11522375522375522,0.028000000000000004,0.23006283228612856
2056,2056,Harrison Reed,ENG,Fulham,Premier League,1995,22,MF,0.035320541295048406,0.15350422323648544,0.21952441263048414,0.04773493773493775,0.060504504504504515,0.8767520541324311
2060,2060,Jeff Reine-Ad�la�de,FRA,Troyes,Ligue 1,1998,1,MF,0.22460806778409118,0.10076612903225807,0.3210217656593862,0.0,0.0,0.010633156114064766
2061,2061,Jeff Reine-Ad�la�de,FRA,Lyon,Ligue 1,1998,14,MF,0.26336252983216973,0.2652414297624519,0.5522692612732699,0.1483840483840484,0.0,0.16191396810053166
2062,2062,Reinier,BRA,Girona,La Liga,2002,7,MFFW,0.11732574195838658,0.12643290879371324,0.14423104158696085,0.12319347319347321,0.028000000000000004,0.15079748670855486
2063,2063,Rocco Reitz,GER,M'Gladbach,Bundesliga,2002,1,MF,0.0,0.00024193548387096774,0.0006361885840422167,0.0,0.0,0.0009666505558240697
2067,2067,Marco Reus,GER,Dortmund,Bundesliga,1989,12,MF,0.062467979655299495,0.11581480178641067,0.13301350396927228,0.08925491925491927,0.07672072072072073,0.37602706621556303
2069,2069,Elvis Rexhbe�aj,GER,Augsburg,Bundesliga,1997,19,MF,0.02657472582548632,0.13947162630928633,0.1464917298801432,0.015491715491715491,0.0,0.7742870952150798
2071,2071,Chadi Riad,ESP,Barcelona,La Liga,2003,1,MF,0.0,0.0,0.00031809429202110835,0.0,0.0,0.0004833252779120348
2074,2074,Franck Rib�ry,FRA,Salernitana,Serie A,1983,1,MF,0.019790043747448725,0.010913103452920559,0.060348136082353565,0.0,0.0,0.017399710004833254
2075,2075,Samuele Ricci,ITA,Torino,Serie A,2001,15,MF,0.05799163187179097,0.12580459042520561,0.2534474693016394,0.05509292509292509,0.035207207207207214,0.5780570323827936
2076,2076,Declan Rice,ENG,West Ham,Premier League,1999,22,MF,0.04685565412357752,0.15478458459452338,0.36329375476681103,0.028923748923748924,0.03250450450450451,0.9565007249879168
2078,2078,Richarlison,BRA,Tottenham,Premier League,1997,14,MFFW,0.08264372549876828,0.17801507308535475,0.21184461481308003,0.07304857304857304,0.032432432432432434,0.24262928951184148
2079,2079,Marco Richter,GER,Hertha BSC,Bundesliga,1997,16,MFFW,0.17262265828171777,0.1893713033862278,0.1866060434379805,0.12937440937440936,0.10291891891891893,0.4151764137264379
