,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
1800,1800,Arnaud Nordin,FRA,Montpellier,Ligue 1,1998,20,FWMF,0.09060771361160674,0.08077267324020194,0.09573814996085077,0.07787374787374789,0.1328048048048048,0.5389076848719188
1803,1803,Randy Ntekja,FRA,Elche,La Liga,1997,1,FW,0.008754645544109074,0.015033562100797771,0.028880448158426587,0.0,0.0,0.00918318028032866
1804,1804,Randy Ntekja,FRA,Rayo Vallecano,La Liga,1997,10,FWMF,0.2086291697352245,0.23764501221707623,0.24123244047102543,0.14237699237699236,0.0,0.055582406959884006
1807,1807,Darwin N��ez,URU,Liverpool,Premier League,1999,15,FW,0.20184955938302365,0.14889428827899692,0.14766392800958952,0.25859194859194856,0.17081081081081081,0.4775253745770904
1811,1811,Ethan Nwaneri,ENG,Arsenal,Premier League,2007,1,FW,0.00010060362173038229,0.00026997305668894245,0.0,0.0,0.0,0.0
1814,1814,M'Bala Nzola,ANG,Spezia,Serie A,1996,18,FW,0.13443877951997518,0.0506759489499517,0.1239934110715782,0.14691173691173695,0.2916036036036036,0.7709038182696955
1820,1820,Lucas Ocampos,ARG,Sevilla,La Liga,1994,7,FWMF,0.20994199556838855,0.16730647431381607,0.21654513381676427,0.06060606060606061,0.0,0.1362977283711938
1826,1826,David Okereke,NGA,Cremonese,Serie A,1997,20,FWMF,0.16790310810478626,0.05592343097939531,0.17106179440072572,0.1181194481194481,0.16,0.6974383760270662
1841,1841,Ado Onaiwu,JPN,Toulouse,Ligue 1,1995,19,FW,0.08459875468523273,0.0673518848500012,0.07227562844945994,0.0637062937062937,0.04100900900900901,0.29434509424842914
1845,1845,Karim Onisiwo,AUT,Mainz 05,Bundesliga,1992,20,FWMF,0.13377853135685688,0.06682513957907857,0.12718206202816848,0.1819038619038619,0.259003003003003,0.8409859835669405
1847,1847,Paul Onuachu,NGA,Southampton,Premier League,1994,2,FW,0.1333804956696248,0.013205645161290323,0.1817860858086443,0.0717948717948718,0.0,0.05654905751570807
1849,1849,Lo�s Openda,BEL,Lens,Ligue 1,2000,22,FW,0.16146815321644262,0.11339485818604754,0.09195857319509326,0.22315693315693316,0.2922042042042042,0.654422426292895
1852,1852,Divock Origi,BEL,Milan,Serie A,1995,15,FW,0.16758715032987997,0.05370494938686083,0.12319761293556275,0.16562212562212564,0.0736096096096096,0.2730787820202996
1855,1855,Riccardo Orsolini,ITA,Bologna,Serie A,1997,18,FW,0.11558856940691528,0.12459409340509012,0.2183630624047083,0.16399168399168398,0.1738138138138138,0.55582406959884
1857,1857,Jordi Osei-Tutu,ENG,Bochum,Bundesliga,1998,15,FWDF,0.1630587458808491,0.2154110149254614,0.0820606969100253,0.09576954576954577,0.0,0.2513291445142581
1858,1858,Victor Osimhen,NGA,Napoli,Serie A,1998,17,FW,0.1582658071114336,0.10081327133275077,0.10442026503334965,0.2636697536697537,0.5234114114114115,0.6766553890768487
1862,1862,Dango Ouattara,BFA,Lorient,Ligue 1,2002,18,FWMF,0.24014687125510215,0.16943606870607564,0.19176525305236763,0.15376236376236377,0.20941741741741743,0.7477042049299178
1863,1863,Remi Oudin,FRA,Lecce,Serie A,1996,15,FWMF,0.10837938387769942,0.2858377924031671,0.20086615497224267,0.14503244503244503,0.0,0.15031416143064283
1867,1867,Adam Ounas,ALG,Napoli,Serie A,1996,2,FW,0.01710456001178159,0.0068577396147598045,0.035129821621698865,0.009245259245259246,0.0,0.0067665538907684866
1868,1868,Adam Ounas,ALG,Lille,Ligue 1,1996,13,FW,0.2435870127659791,0.16033069682445134,0.304735086255309,0.13314748314748315,0.03860660660660661,0.3784436926051232
1871,1871,Alex Oxlade-Chamberlain,ENG,Liverpool,Premier League,1993,8,FWMF,0.17499694876049282,0.13580382443120895,0.18456767385272882,0.13991620991620993,0.032,0.1512808119864669
1872,1872,Mikel Oyarzabal,ESP,Real Sociedad,La Liga,1997,6,FWMF,0.16926423296296841,0.07566438892597976,0.21705388841284873,0.04941724941724941,0.032,0.08361527307878203
1875,1875,David Ozoh,0.0,Crystal Palace,Premier League,2005,1,FW,0.0004166645759845858,0.0,0.0013325328889307255,0.0,0.0,0.0
1879,1879,Gon�alo Paci�ncia,POR,Celta Vigo,La Liga,1994,12,FW,0.14002018393358495,0.10191545882607056,0.13746492387854883,0.14737667737667737,0.032,0.19284678588690188
1884,1884,Isaac Palaz�n Camacho,ESP,Rayo Vallecano,La Liga,1994,19,FWMF,0.12482927965216267,0.08050265018466995,0.228201743764652,0.09288981288981289,0.1744144144144144,0.7245045915901401
1887,1887,Cole Palmer,ENG,Manchester City,Premier League,2002,9,FWMF,0.3128872515208708,0.12848467603080277,0.4484603870658999,0.0,0.0,0.05703238279362011
1901,1901,Moises Parra Gutierrez,ESP,Getafe,La Liga,2002,1,FW,0.0031606095425420356,0.0036662940487597146,0.008388252413024582,0.0,0.0,0.004349927501208313
1911,1911,Paulinho,BRA,Leverkusen,Bundesliga,2000,4,FW,0.21542841409349475,0.031983138324730674,0.09667687072757447,0.12016317016317016,0.032,0.03914934751087482
1921,1921,Pedro,ESP,Lazio,Serie A,1987,20,FW,0.19673160455960467,0.1315132620960457,0.2559149105895037,0.12115101115101115,0.1056096096096096,0.5403576607056548
1922,1922,Jordan Pefok,USA,Union Berlin,Bundesliga,1996,18,FW,0.08279404466124654,0.11042705640971165,0.11366637255678395,0.11605682605682606,0.15022222222222223,0.4751087481875302
1925,1925,Pietro Pellegri,ITA,Torino,Serie A,2001,11,FW,0.06267096752158796,0.0624190514379367,0.07563017094425964,0.12473193473193474,0.032,0.17786370227162882
1928,1928,Facundo Pellistri,URU,Manchester Utd,Premier League,2001,1,FW,0.016494227208638364,0.007560483870967742,0.008609270566411354,0.0,0.0,0.014983083615273078
1932,1932,Nicolas P�p�,CIV,Nice,Ligue 1,1995,15,FWMF,0.2396296730152283,0.09754654876384815,0.20666353358698045,0.059776349776349776,0.192,0.5915901401643305
1933,1933,Ricardo Pepi,USA,Augsburg,Bundesliga,2003,4,FW,0.17944129331308675,0.12159670275657845,0.09723791753190421,0.0,0.0,0.04543257612373127
1936,1936,Juan Perea,COL,Stuttgart,Bundesliga,2000,12,FW,0.11879040183524378,0.1279710493871688,0.142177989596346,0.0,0.0,0.12324794586756888
1944,1944,Ayoze P�rez,ESP,Betis,La Liga,1993,2,FW,0.004313695904017537,0.00245604092448399,0.011185453001734508,0.0,0.0,0.019333011116481395
1946,1946,Francisco Perez,ESP,Valencia,La Liga,2002,4,FWDF,0.005920640913501448,0.0036238936983121342,0.01900375510799893,0.0,0.0,0.019333011116481395
1948,1948,Lucas P�rez,ESP,C�diz,La Liga,1988,14,FW,0.08249678577089821,0.05448070635684714,0.16442817259331333,0.1464927864927865,0.096,0.3030449492508458
1957,1957,Andrea Petagna,ITA,Monza,Serie A,1995,16,FW,0.1299849246686982,0.07065485961371322,0.16516408001681387,0.0941038241038241,0.08261861861861862,0.4151764137264379
1958,1958,Nils Petersen,GER,Freiburg,Bundesliga,1988,16,FW,0.0808450995986307,0.18199040112939494,0.09326503372113783,0.0,0.0,0.09279845335911069
1962,1962,Luca Pfeiffer,GER,Stuttgart,Bundesliga,1996,14,FW,0.08199659882952091,0.04373360511764662,0.1348446255779361,0.025666225666225666,0.0,0.31222812953117446
1963,1963,Maximilian Philipp,GER,Wolfsburg,Bundesliga,1994,3,FW,0.1051928895362224,0.1140216568305199,0.1584716379928986,0.0717948717948718,0.0,0.055582406959884006
1967,1967,Krzysztof Pi?tek,POL,Salernitana,Serie A,1995,17,FW,0.0777486718933383,0.07096992343519275,0.11659506915764241,0.12604170604170606,0.1056096096096096,0.5548574190430159
1968,1968,Roberto Piccoli,ITA,Hellas Verona,Serie A,2001,7,FW,0.1299896031478723,0.11757915039279015,0.062181461094144255,0.1101997101997102,0.0,0.09231512808119866
1975,1975,Andrea Pinamonti,ITA,Sassuolo,Serie A,1999,17,FW,0.11251047967205151,0.054384403688549694,0.11689466268918505,0.11578781578781577,0.096,0.6302561623972933
1981,1981,�scar Plano,ESP,Valladolid,La Liga,1991,20,FWMF,0.09336161287172781,0.17567122708335198,0.16024581592471665,0.0817841617841618,0.036204204204204206,0.6172063798936684
1982,1982,Gonzalo Plata,ECU,Valladolid,La Liga,2000,16,FWMF,0.28855227263558897,0.21573561648781536,0.17497643192376364,0.08205128205128204,0.0012012012012012011,0.44369260512324793
1984,1984,Alassane Pl�a,FRA,M'Gladbach,Bundesliga,1993,15,FW,0.10234700810193598,0.12497542690335597,0.26925103569256087,0.02964845964845965,0.06760360360360361,0.5026582890285162
1986,1986,Daniel Podence,POR,Wolves,Premier League,1995,21,FWMF,0.13430252471584364,0.13006031978847915,0.26971763098617196,0.1546053046053046,0.16,0.6336394393426776
1987,1987,Joel Pohjanpalo,FIN,Leverkusen,Bundesliga,1994,1,FWMF,2.8500178126113287e-05,0.00010080645161290323,0.00038932122435154546,0.0,0.0,0.0014499758337361045
1988,1988,Matteo Politano,ITA,Napoli,Serie A,1993,19,FW,0.2579272279728308,0.13679366484569205,0.3464451887499356,0.08714483714483715,0.11581981981981981,0.3992266795553407
1989,1989,Sebastian Polter,GER,Schalke 04,Bundesliga,1991,14,FWMF,0.09280803627736144,0.06402972822744579,0.1103687441499267,0.13702009702009701,0.054822822822822824,0.22426292895118416
1990,1990,Ezequiel Ponce,ARG,Elche,La Liga,1997,19,FW,0.09459670637185004,0.07220376247713699,0.11415093752660924,0.17900774900774902,0.096,0.3281778637022716
1997,1997,Francisco Portillo,ESP,Almer�a,La Liga,1990,15,FWMF,0.04959833176899195,0.0750189315038582,0.1816615000531766,0.22799533799533803,0.064,0.17544707588206862
2001,2001,Yussuf Poulsen,DEN,RB Leipzig,Bundesliga,1994,11,FWDF,0.027880389087268646,0.004062422687829936,0.09428276838070057,0.09957159957159958,0.032,0.08554857419043016
2005,2005,Abd�n Prats,ESP,Mallorca,La Liga,1992,14,FWMF,0.010182918249362141,0.003010378145584929,0.0503860841148048,0.05853146853146854,0.032,0.0845819236346061
2010,2010,Javi Puado,ESP,Espanyol,La Liga,1998,19,FWMF,0.09812802725195559,0.05836486089529401,0.0862339833718779,0.12056070056070056,0.1008048048048048,0.5563073948767521
2014,2014,Christian Pulisic,USA,Chelsea,Premier League,1998,16,FWDF,0.18227104783153608,0.11890578282769486,0.19473834676824997,0.09140805140805142,0.04100900900900901,0.29386176897051713
2017,2017,Fabio Quagliarella,ITA,Sampdoria,Serie A,1983,15,FW,0.038334595860461416,0.039800213425964535,0.03917849654661449,0.12781137781137783,0.0,0.1735137747704205
2031,2031,Largie Ramazani,BEL,Almer�a,La Liga,2001,19,FWMF,0.2236025179486299,0.09177192474748373,0.11571876090142477,0.16138537138537137,0.064,0.501691638472692
2042,2042,Raphinha,BRA,Barcelona,La Liga,1996,19,FW,0.28364765237728307,0.16798885583137413,0.4034778070426084,0.11603729603729604,0.15022222222222223,0.4630256162397293
2045,2045,Marcus Rashford,ENG,Manchester Utd,Premier League,1997,22,FW,0.18879869178703496,0.053271972954535715,0.18775847111921237,0.19791028791028792,0.36100900900900906,0.8670855485741904
2046,2046,Giacomo Raspadori,ITA,Napoli,Serie A,2000,14,FWMF,0.15609102835826277,0.13876399772808187,0.2405400841460244,0.21700308700308701,0.032,0.27597873368777187
2047,2047,Giacomo Raspadori,ITA,Sassuolo,Serie A,2000,1,FW,0.002449761092642134,0.001411290322580645,0.008862704555357946,0.0,0.0,0.02126631222812953
2048,2048,Rafael Rat�o,BRA,Toulouse,Ligue 1,1995,17,FW,0.18983852174127688,0.2502828844356092,0.2562727449174694,0.1601644301644302,0.1376096096096096,0.5538907684871919
2053,2053,Ante Rebi?,CRO,Milan,Serie A,1993,13,FW,0.1698034098666346,0.061704841442689944,0.1637885829328976,0.21975177975177976,0.11702102102102102,0.24794586756887385
2058,2058,Bobby Reid,JAM,Fulham,Premier League,1993,22,FWDF,0.12492100155227773,0.1274885702468369,0.20894619984630564,0.1031852831852832,0.131003003003003,0.8777187046882552
2070,2070,Gio Reyna,USA,Dortmund,Bundesliga,2002,14,FWMF,0.21987397186215973,0.14400873535572306,0.28178467474656765,0.205983115983116,0.16,0.24262928951184148
2072,2072,Nico Ribaudo,ESP,Espanyol,La Liga,2001,14,FWMF,0.14028306741019744,0.1739066726691363,0.14351647557909902,0.03318843318843319,0.0,0.18366360560657322
2085,2085,Renaud Ripart,FRA,Troyes,Ligue 1,1993,19,FWMF,0.1712294583470676,0.2514828750861707,0.18553898073495054,0.14015372015372016,0.10140540540540541,0.4876752054132431
2087,2087,Matt Ritchie,SCO,Newcastle Utd,Premier League,1989,2,FW,7.125044531528322e-05,0.0003024193548387097,0.0011679636730546365,0.0,0.0,0.0014499758337361045
2099,2099,Rodrigo,ESP,Leeds United,Premier League,1991,18,FWMF,0.13010061160036326,0.07516777371993494,0.14887726998577988,0.20845271845271846,0.3242042042042042,0.625906234896085
2100,2100,Rodrigo,ESP,Betis,La Liga,2000,16,FWMF,0.04476603323207487,0.03371147184341687,0.1831318032463357,0.08703143703143705,0.0646006006006006,0.43547607539874333
2101,2101,�ngel Rodr�guez,ESP,Mallorca,La Liga,1987,8,FWMF,0.08091996376306117,0.04873310994872198,0.0803165018968501,0.08111888111888112,0.0,0.1000483325277912
2105,2105,Pablo Rodr�guez,ESP,Lecce,Serie A,2001,4,FWMF,0.11593384033358405,0.12442200515569958,0.13878550869950246,0.0,0.0,0.025616239729337846
2107,2107,Rodrygo,BRA,Real Madrid,La Liga,2001,18,FW,0.24975659390120625,0.08716063196336055,0.2360397657743501,0.13524916524916525,0.15082282282282283,0.5741904301594973
2114,2114,Luka Romero,ARG,Lazio,Serie A,2004,5,FW,0.12029453298028396,0.10365397786326569,0.11063392842406433,0.14580419580419582,0.032,0.06621556307394877
2117,2117,Cristiano Ronaldo,POR,Manchester Utd,Premier League,1985,10,FW,0.14399629574071882,0.045088522745370056,0.1499776738563801,0.10937062937062939,0.032,0.2532624456259062
2119,2119,Salom�n Rond�n,VEN,Everton,Premier League,1989,7,FW,0.08427436393154877,0.022564792045850594,0.17822613281775093,0.0773892773892774,0.0,0.05219913001449976
2144,2144,Georginio Rutter,FRA,Leeds United,Premier League,2002,2,FW,0.1110193164348924,0.20644445472999914,0.14521858509133215,0.0,0.0,0.024649589173513776
2145,2145,Georginio Rutter,FRA,Hoffenheim,Bundesliga,2002,15,FW,0.28423891569512894,0.14664509365534564,0.08786835831714765,0.147991557991558,0.07481081081081081,0.48719188013533105
2156,2156,Umar Sadiq,NGA,Almer�a,La Liga,1997,3,FW,0.244359596908127,0.0371179745172722,0.09735148991655948,0.20016317016317017,0.064,0.11551474142097631
2157,2157,Umar Sadiq,NGA,Real Sociedad,La Liga,1997,2,FW,0.11761926147113638,0.1391689597617538,0.07070891651959448,0.10682983682983682,0.032,0.03914934751087482
2158,2158,Alexis Saelemaekers,BEL,Milan,Serie A,1999,14,FWDF,0.14542731203412076,0.14805284970576238,0.24283225735342867,0.04807534807534808,0.0078078078078078084,0.33156114064765585
2159,2159,Wesley Sa�d,FRA,Lens,Ligue 1,1995,17,FWMF,0.21887386554826246,0.04866970406768907,0.2068806792750673,0.23805581805581805,0.16,0.28806186563557273
2160,2160,Allan Saint-Maximin,FRA,Newcastle Utd,Premier League,1997,14,FW,0.32255844115814125,0.05643459002765864,0.29183186214257284,0.11186669186669188,0.057225225225225225,0.30642822619623006
2163,2163,Bukayo Saka,ENG,Arsenal,Premier League,2001,21,FW,0.2055283699398669,0.09201867100620165,0.2988062813538066,0.11872487872487872,0.22640240240240245,0.8699855002416627
2168,2168,Mohamed Salah,EGY,Liverpool,Premier League,1992,20,FW,0.2246059218041746,0.06270354124299017,0.23768436176668434,0.1702866502866503,0.22520120120120124,0.8579023682938618
2169,2169,Amine Salama,FRA,Angers,Ligue 1,2000,20,FWMF,0.1404509876422031,0.09465689345877983,0.12419314304050767,0.12929502929502928,0.10140540540540541,0.48187530207829865
2175,2175,Salvi,ESP,Rayo Vallecano,La Liga,1991,12,FWMF,0.15649329931885123,0.1435231335992298,0.2365679613259754,0.06060606060606061,0.0,0.13291445142580957
2178,2178,Mama Samba Bald�,GNB,Troyes,Ligue 1,1995,20,FW,0.1740155954111574,0.10796329835236962,0.10826354035899129,0.1535059535059535,0.2982102102102102,0.7612373127114548
2183,2183,Samuel,BRA,Valencia,La Liga,1999,21,FWMF,0.21364809209243857,0.1543438929082536,0.21691946014340982,0.11446733446733447,0.064,0.8603189946834219
2185,2185,Antonio Sanabria,PAR,Torino,Serie A,1996,17,FW,0.07614445083738412,0.04960568572061008,0.13007849393261495,0.1226012726012726,0.1328048048048048,0.527791203479942
2186,2186,Leandro Sanca,POR,Spezia,Serie A,2000,4,FWMF,0.06607137103019939,0.0228788886257925,0.07986436146183298,0.0,0.0,0.014983083615273078
2189,2189,Alexis S�nchez,CHI,Marseille,Ligue 1,1988,20,FW,0.1489352279310981,0.046831071650544794,0.287717219825748,0.10261198261198261,0.2916036036036036,0.7090381826969551
2196,2196,Jadon Sancho,ENG,Manchester Utd,Premier League,2000,11,FW,0.18598090121804062,0.0634625488645923,0.26446218830561086,0.13226107226107228,0.1032072072072072,0.3600773320444659
2199,2199,Sidi San�,GER,Schalke 04,Bundesliga,2003,1,FW,0.06981175327338587,0.29801292552781417,0.055658602292303114,0.0,0.0,0.011599806669888834
2202,2202,Nicola Sansone,ITA,Bologna,Serie A,1991,10,FW,0.1798348159256153,0.06895346531860228,0.1270761805303155,0.09246645246645248,0.032,0.2029966167230546
2204,2204,Riccardo Saponara,ITA,Fiorentina,Serie A,1991,17,FW,0.24790235659357449,0.0435602568300186,0.2183482936142247,0.16701883701883702,0.07901501501501501,0.35137747704204925
2205,2205,Pablo Sarabia,ESP,Wolves,Premier League,1992,3,FW,0.1151833267389121,0.0961790182237529,0.12636723738108815,0.040990990990990996,0.0,0.09328177863702272
2206,2206,Pablo Sarabia,ESP,Paris S-G,Ligue 1,1992,14,FWMF,0.11093855226049092,0.1375870151330069,0.31337803797036834,0.04568764568764569,0.0,0.17834702754954085
2209,2209,Amin Sarr,SWE,Lyon,Ligue 1,2001,2,FWMF,0.1823847379816333,0.046093564983182414,0.03607836483095289,0.1557109557109557,0.0,0.023682938617689706
2211,2211,Martin Satriano,URU,Empoli,Serie A,2001,20,FW,0.12724118610846347,0.06703734997952422,0.1312542470370846,0.08017577017577018,0.036204204204204206,0.5983566940550991
2213,2213,Esteban Saveljich,MNE,Rayo Vallecano,La Liga,1991,1,FW,0.0,0.0,0.0,0.0,0.0,0.0
2217,2217,Gianluca Scamacca,ITA,West Ham,Premier League,1999,16,FW,0.10419813541085114,0.06815201530502372,0.12883639333645666,0.10233478233478233,0.096,0.4470758820686322
2219,2219,Kevin Schade,GER,Brentford,Premier League,2001,3,FWMF,0.24323896748455545,0.17176684550756793,0.06154410914100135,0.0,0.0,0.012566457225712905
2220,2220,Kevin Schade,GER,Freiburg,Bundesliga,2001,8,FWMF,0.026475131867316933,0.025920854747490518,0.04331245196489136,0.087995337995338,0.032,0.0874818753020783
2223,2223,Derry Scherhant,GER,Hertha BSC,Bundesliga,2002,5,FW,0.18709711372615512,0.14683910788497143,0.06558313299277732,0.02837837837837838,0.0,0.06959884001933302
2224,2224,Patrik Schick,CZE,Leverkusen,Bundesliga,1996,11,FW,0.1001283420229433,0.024597150844546452,0.15122569435527358,0.14577080577080578,0.064,0.4142097631706138
2239,2239,Demba Seck,SEN,Torino,Serie A,2001,10,FWMF,0.0907446939157372,0.05682694068947597,0.1458688129752347,0.004662004662004662,0.0,0.17399710004833252
2244,2244,Davie Selke,GER,Hertha BSC,Bundesliga,1995,13,FW,0.13324723626225918,0.07049449769447555,0.13771431392805947,0.10485730485730485,0.05121921921921922,0.13581440309328177
2245,2245,Davie Selke,GER,K�ln,Bundesliga,1995,4,FW,0.11802087559805458,0.05443276000974458,0.08293987107823644,0.0,0.0,0.058482358627356214
2248,2248,Vivaldo Semedo,POR,Udinese,Serie A,2005,1,FW,0.0,0.0,0.00016456921587608905,0.0,0.0,0.0
2249,2249,Antoine Semenyo,GHA,Bournemouth,Premier League,2000,2,FWMF,0.18377186846934598,0.11268331699761297,0.07973858761675007,0.040990990990990996,0.0,0.04881585306911552
2262,2262,Eldor Shomurodov,UZB,Spezia,Serie A,1995,2,FW,0.05242633293115918,0.07340702486031356,0.11450217761819109,0.0,0.0,0.07926534557757371
2263,2263,Eldor Shomurodov,UZB,Roma,Serie A,1995,6,FW,0.261466640029706,0.08144587408959073,0.13436651375095926,0.21538461538461537,0.0,0.05703238279362011
2264,2264,Kaj Sierhuis,NED,Reims,Ligue 1,1998,2,FW,0.0035524705980962985,0.005281422886448823,0.010555876688169081,0.0,0.0,0.008699855002416625
2267,2267,Andr� Silva,POR,RB Leipzig,Bundesliga,1995,20,FW,0.17160928130602493,0.04101425122648497,0.14438751648262174,0.17511875511875513,0.1418138138138138,0.5785403576607057
2274,2274,Abdallah Sima,SEN,Angers,Ligue 1,2001,18,FW,0.13131476146888063,0.06061857176486912,0.08070381709910039,0.08541737541737543,0.064,0.44949250845819233
2276,2276,Giovanni Simeone,ARG,Napoli,Serie A,1995,12,FW,0.014879363274802685,0.006754111294777349,0.10712204345477697,0.021864801864801865,0.096,0.08651522474625423
2277,2277,Ellis Simms,ENG,Everton,Premier League,2001,2,FW,0.002301971242218615,0.0020161290322580645,0.009889096281275054,0.0,0.0,0.007733204446592557
2279,2279,Moses Simon,NGA,Nantes,Ligue 1,1995,19,FWMF,0.2301240852921611,0.06812226543338236,0.22104955539506185,0.09872865872865874,0.16660660660660662,0.7559207346544224
2283,2283,Luis Sinisterra,COL,Leeds United,Premier League,1999,12,FW,0.1981212742193313,0.10427819514054175,0.2089616478852223,0.13504693504693507,0.064,0.2590623489608506
2290,2290,Tim Skarke,GER,Schalke 04,Bundesliga,1996,3,FWMF,0.07642376879684452,0.12800987431946942,0.15716803161268394,0.09630819630819631,0.0,0.10198163363943935
2298,2298,Islam Slimani,ALG,Brest,Ligue 1,1988,16,FW,0.08650385923318357,0.0530123864153722,0.16760543277710546,0.04417060417060417,0.037405405405405406,0.47607539874335425
2307,2307,Rub�n Sobrino,ESP,C�diz,La Liga,1992,17,FWMF,0.0892723925321942,0.11058961962241744,0.10661122414456864,0.08363321363321363,0.0368048048048048,0.5688738521024649
2309,2309,Dominic Solanke,ENG,Bournemouth,Premier League,1997,17,FWMF,0.15399891734234059,0.05395966911193621,0.09950741132234132,0.15298494298494297,0.10741141141141142,0.6911551474142097
2316,2316,Manor Solomon,ISR,Fulham,Premier League,1999,5,FW,0.2217892088987375,0.17784362978890395,0.21464771985222675,0.22365967365967365,0.032,0.037699371677138716
2322,2322,Roberto Soriano,ITA,Bologna,Serie A,1991,20,FWMF,0.1009891351977082,0.19612634848781763,0.2492044260200697,0.025033075033075034,0.015615615615615617,0.49492508458192364
2326,2326,Riccardo Sottil,ITA,Fiorentina,Serie A,1999,7,FW,0.3484734103249592,0.09914044062273553,0.2349550414302318,0.15504945504945505,0.025225225225225224,0.208313194780087
2333,2333,Dyego Sousa,POR,Almer�a,La Liga,1989,13,FW,0.17255405496269827,0.09191681449551854,0.17730098826371501,0.08350658350658352,0.015615615615615617,0.16723054615756405
2339,2339,Djed Spence,ENG,Tottenham,Premier League,2000,4,FWDF,0.024240639880289225,0.0010080645161290322,0.036684602350399984,0.0,0.0,0.002899951667472209
2350,2350,Jay Stansfield,ENG,Fulham,Premier League,2002,3,FW,0.0031904046879467967,0.0028029780904147965,0.009179275716307436,0.0022995022995022994,0.0,0.041565973900434997
2352,2352,Calvin Stengs,NED,Nice,Ligue 1,1998,4,FW,0.21817636050840816,0.08454888692670592,0.2416175355778607,0.039160839160839164,0.0,0.10198163363943935
2356,2356,Raheem Sterling,ENG,Chelsea,Premier League,1994,16,FWMF,0.206430457252348,0.08320751986965327,0.22547249571047162,0.14059661059661058,0.1376096096096096,0.5524407926534558
2358,2358,Lars Stindl,GER,M'Gladbach,Bundesliga,1988,14,FWMF,0.08069951795010985,0.15069416133632108,0.25663895483263677,0.15264096264096264,0.16463663663663664,0.42967617206379893
2362,2362,J�rgen Strand Larsen,NOR,Celta Vigo,La Liga,2000,16,FW,0.11773944823258056,0.08028234910620806,0.06761511364659178,0.10190764190764191,0.08021621621621622,0.4828419526341227
2363,2363,Gabriel Strefezza,BRA,Lecce,Serie A,1997,20,FWMF,0.14699810077654882,0.181677152299504,0.20007809585800845,0.1387179487179487,0.22400000000000003,0.6901884968583857
2364,2364,D�vid Strelec,SVK,Spezia,Serie A,2001,7,FW,0.1414046247598544,0.1051639128734898,0.10534722334315455,0.04941724941724941,0.0,0.08119864668922185
2366,2366,Cristhian Stuani,URU,Girona,La Liga,1986,16,FW,0.1524100316625841,0.16060717015945014,0.08989360198637,0.2104050904050904,0.16,0.31464475592073465
2371,2371,Isaac Success,NGA,Udinese,Serie A,1996,21,FW,0.16068629775123236,0.05902988733876485,0.17493427975916778,0.016206766206766206,0.016816816816816814,0.6172063798936684
2374,2374,Kamaldeen Sulemana,GHA,Southampton,Premier League,2002,2,FWMF,0.21673816773552917,0.02155293321081395,0.1268003435696084,0.09265104265104265,0.0,0.06476558724021267
2375,2375,Kamaldeen Sulemana,GHA,Rennes,Ligue 1,2002,14,FWMF,0.39520322695119436,0.14101904816500693,0.3027491349924045,0.11666855666855667,0.032,0.15708071532141132
2376,2376,Crysencio Summerville,NED,Leeds United,Premier League,2001,14,FW,0.1780452591522912,0.16971383666521217,0.19808582054831494,0.17796635796635796,0.13580780780780782,0.3247945867568874
2378,2378,Sam Surridge,ENG,Nott'ham Forest,Premier League,1998,14,FW,0.13403037316842392,0.079339720002579,0.11371518420753104,0.11631764631764631,0.032,0.12711454809086514
2379,2379,Suso,ESP,Sevilla,La Liga,1993,10,FWMF,0.16625648226343534,0.12114101561598199,0.4493897218851681,0.08018648018648018,0.017417417417417414,0.15176413726437893
2386,2386,Alexander S�rloth,NOR,Real Sociedad,La Liga,1995,16,FW,0.1145473805376138,0.05126474288046592,0.12791455132744964,0.2141806841806842,0.2602042042042042,0.6162397293378443
2387,2387,Alexander S�rloth,NOR,RB Leipzig,Bundesliga,1995,1,FW,0.00786088565772692,0.0,0.006140732328270018,0.0,0.0,0.0024166263895601743
2407,2407,Mathys Tel,FRA,Bayern Munich,Bundesliga,2005,12,FW,0.21723163862358164,0.07175852095928568,0.2800462681380967,0.2924166824166824,0.096,0.12131464475592074
2411,2411,Simon Terodde,GER,Schalke 04,Bundesliga,1988,20,FW,0.07790651107923906,0.075070319981552,0.10247188333886366,0.13469980469980472,0.096,0.6186563557274045
2415,2415,Martin Terrier,FRA,Rennes,Ligue 1,1997,16,FWMF,0.18565389151398343,0.13528623344072982,0.21667953799068762,0.26900963900963903,0.3042162162162162,0.6370227162880618
2417,2417,Tet�,BRA,Leicester City,Premier League,2000,2,FW,0.2132293470122403,0.1303472128660485,0.11315436023844366,0.05888111888111888,0.032,0.07588206863218946
2418,2418,Tet�,BRA,Lyon,Ligue 1,2000,17,FWMF,0.2536428374473613,0.1525560475840603,0.25029592388976635,0.1275007875007875,0.2016096096096096,0.5345577573707104
2424,2424,Jan Thielmann,GER,K�ln,Bundesliga,2002,12,FW,0.1380481003511449,0.14002473130818266,0.11269834860348964,0.101002331002331,0.04221021021021021,0.250845819236346
2425,2425,Sada Thioub,SEN,Angers,Ligue 1,1995,18,FWMF,0.16719229837068872,0.16971682331054833,0.335814338400826,0.0072072072072072065,0.00960960960960961,0.2667955534074432
2431,2431,Marcus Thuram,FRA,M'Gladbach,Bundesliga,1997,18,FW,0.1854101519465188,0.05830248147487221,0.1203339623970609,0.24533862533862535,0.33021021021021024,0.778637022716288
